Month,Assets Under Management,Net Profit Margin,Customer Churn,Cost Per Acquisition,Stocks,Bonds,Real Estate,Mutual Funds,Monthly Inflow,Monthly Outflow,Customer Age,Customer Age Group,Customer Feedback
17-09-2021,3154956,16.20347503,7.78822466,318,65523,177340,369314,391037,174178,125116,29,18-30,Excellent
18-09-2021,8568439,13.74943695,1.331492424,633,171456,109264,206705,141006,126457,427608,35,31-45,Good
19-09-2021,1511971,7.627492462,4.543843603,741,488523,346974,460070,134419,249199,257398,28,18-30,Excellent
20-09-2021,8793839,10.1073813,7.965622718,618,314343,109544,168153,444545,265163,411498,28,18-30,Poor
21-09-2021,7028056,9.766615625,9.143668916,883,296669,54627,173620,142586,111752,350231,29,18-30,Good
22-09-2021,2045886,8.920203698,6.41980111,571,479423,438038,250174,441285,151832,443891,47,46-60,Poor
23-09-2021,4800344,10.1470333,1.470761682,449,265905,168159,484688,343551,104237,259488,38,31-45,Good
24-09-2021,4389784,12.72279933,4.569812253,143,120231,309123,422033,169805,234123,167629,18,18-30,Poor
25-09-2021,3635541,17.82303537,1.668044043,851,51006,423590,432066,494995,326777,146583,40,31-45,Excellent
26-09-2021,3008854,16.13048994,7.736840764,977,319258,247952,249893,128074,295418,123413,43,31-45,Poor
27-09-2021,5105933,17.52874556,1.571549224,164,421692,206526,127565,462050,143311,426724,54,46-60,Good
28-09-2021,2061837,18.25405617,2.671579601,345,276403,310691,420832,97303,381232,423674,55,46-60,Good
29-09-2021,2192857,11.24225684,4.752625816,684,395207,121634,128615,157665,367819,237910,53,46-60,Poor
30-09-2021,1441049,10.19039426,5.163835304,170,286928,475445,309249,276354,364784,325579,44,31-45,Neutral
01-10-2021,9938453,5.864350725,4.658335303,808,308350,414255,255159,351969,425472,210393,55,46-60,Excellent
02-10-2021,7395041,18.95737433,5.170569819,800,457243,153040,392780,389311,112317,339484,24,18-30,Good
03-10-2021,1656611,5.987345269,7.419152368,257,411672,333485,249885,238089,275480,119034,44,31-45,Good
04-10-2021,4702604,16.11703273,4.323419407,574,309074,327519,69015,93327,361460,433019,32,31-45,Good
05-10-2021,5904156,10.67162457,5.929754132,941,414943,145642,51757,119830,206442,221631,34,31-45,Neutral
06-10-2021,8871209,19.23171162,3.730323318,124,127977,495713,213157,354568,203666,214480,24,18-30,Poor
07-10-2021,6092424,11.29403031,4.182647456,949,211261,492956,241190,423818,133462,332061,65,61+,Neutral
08-10-2021,8587755,17.24912527,6.524190631,682,50181,115627,334007,133650,175921,103878,20,18-30,Excellent
09-10-2021,7343774,9.239822482,5.414451865,924,193884,165145,338242,228318,115201,229140,30,18-30,Excellent
10-10-2021,5661108,9.486330759,7.507326654,322,72716,307293,489436,110638,396680,257216,24,18-30,Good
11-10-2021,5685604,13.93279115,6.044847292,259,439139,112515,196367,466793,255739,310245,49,46-60,Poor
12-10-2021,5756230,19.96973951,8.232166768,917,300706,51884,481771,213247,296779,433169,45,31-45,Excellent
13-10-2021,7292603,12.76358627,4.990673917,174,90218,391112,337965,431453,397661,173243,59,46-60,Excellent
14-10-2021,7613935,19.04462955,5.419302579,237,76633,162586,92372,244681,266942,300204,48,46-60,Neutral
15-10-2021,7355803,16.79374742,7.02974214,578,323083,135041,71833,164952,477452,168647,53,46-60,Good
16-10-2021,7783939,16.93796471,2.9911955,652,322216,129738,103990,425814,475055,162462,46,46-60,Poor
17-10-2021,9301356,11.53939984,4.473365832,402,255454,387911,403672,396093,137982,246043,70,61+,Poor
18-10-2021,8194718,10.79813375,6.623571196,486,407678,155946,310749,108587,289404,164855,44,31-45,Neutral
19-10-2021,3521120,7.878827121,1.259886423,571,298048,352864,451765,446982,132844,152812,28,18-30,Excellent
20-10-2021,8793781,19.459119,4.932742903,433,207847,59595,400112,351968,446262,134851,35,31-45,Excellent
21-10-2021,9142467,19.39090419,6.389649427,408,134751,135623,89498,338200,235309,129698,22,18-30,Excellent
22-10-2021,4425582,16.20601601,9.706379788,627,306463,477965,463735,58299,223110,291194,56,46-60,Poor
23-10-2021,5113460,9.443786748,8.893149055,986,233472,63918,175829,348475,261537,101345,43,31-45,Excellent
24-10-2021,9088701,8.677693105,3.526677576,800,343763,178660,359520,238295,368171,250424,22,18-30,Excellent
25-10-2021,9880922,19.82915364,5.564890936,639,179729,342128,98547,487082,309849,399941,36,31-45,Excellent
26-10-2021,9627800,5.998142227,1.507729354,262,157696,420432,446357,439755,180567,131843,25,18-30,Poor
27-10-2021,1401699,17.65346438,3.166789733,997,210624,327957,192140,188921,462992,89949,49,46-60,Neutral
28-10-2021,4112880,10.33187001,7.973702813,928,112017,447682,409022,194843,328631,379686,59,46-60,Poor
29-10-2021,2821432,11.2830458,2.10982611,154,468101,84999,365849,341748,193724,289169,60,46-60,Poor
30-10-2021,7409572,17.47966473,3.319214724,885,251020,108115,195328,449251,214675,433673,66,61+,Neutral
31-10-2021,5874873,6.35904524,9.496382516,554,436556,268773,244793,123495,171810,210268,58,46-60,Poor
01-11-2021,7834300,10.31254518,8.414702204,404,96075,222236,214036,53196,225545,299203,35,31-45,Excellent
02-11-2021,7700310,19.28036416,8.036449414,201,185722,259849,428706,362481,152892,163258,32,31-45,Good
03-11-2021,5820803,15.48598869,8.781017413,653,257452,158715,55830,86899,469601,170578,68,61+,Good
04-11-2021,4473898,16.32408747,7.746451179,874,460849,402477,328012,462675,294106,350092,37,31-45,Neutral
05-11-2021,7681140,16.36257951,2.085275945,487,413431,255991,187751,247020,177059,439554,23,18-30,Poor
06-11-2021,8737511,5.908551247,5.649051938,782,87343,331843,454938,143270,101074,164391,49,46-60,Excellent
07-11-2021,2449561,8.048113899,4.998195287,307,306980,192553,63989,126687,182567,325002,41,31-45,Good
08-11-2021,3777846,12.36894884,3.800364204,414,277101,133518,304341,217687,407937,236367,31,31-45,Neutral
09-11-2021,2998829,10.52225349,8.506363687,148,307086,212406,290494,452010,311445,236883,59,46-60,Good
10-11-2021,3167957,11.1636844,5.177252821,671,204903,168950,172850,336502,400215,383666,37,31-45,Excellent
11-11-2021,6273848,16.72171068,1.542678412,617,217949,395606,105701,83849,344120,253014,48,46-60,Good
12-11-2021,1274611,5.220188526,3.474690253,247,490347,451549,423880,112603,119546,140310,52,46-60,Poor
13-11-2021,7389787,14.90737889,3.057589522,898,95197,392140,270170,275451,408659,330280,23,18-30,Excellent
14-11-2021,2226548,5.001653477,8.987309963,310,242107,115625,327063,169043,229212,240297,27,18-30,Neutral
15-11-2021,4889268,5.945877884,6.826942906,471,238193,275169,484522,139582,284291,191350,34,31-45,Good
16-11-2021,9161982,11.1242918,6.043386393,761,296349,332934,163916,320533,240767,448549,39,31-45,Neutral
17-11-2021,2010320,17.6142278,5.559843175,696,313926,448706,192108,298386,268916,130882,67,61+,Excellent
18-11-2021,5985093,7.174936483,6.851017248,771,485383,98055,418758,222454,111054,231795,70,61+,Poor
19-11-2021,1854800,13.31932114,7.793879921,146,54412,420903,271046,395205,292894,415559,18,18-30,Poor
20-11-2021,8303364,15.1775784,5.989462352,773,371831,430538,70999,368231,365041,333797,34,31-45,Neutral
21-11-2021,5976140,8.442993263,9.444568736,598,163043,148163,290348,443172,109537,155085,29,18-30,Good
22-11-2021,3621064,12.68495383,9.791507536,254,359999,198665,289695,387925,419469,270791,70,61+,Good
23-11-2021,9853118,18.67110925,9.958080849,329,146169,218818,429298,264112,219940,199913,31,31-45,Excellent
24-11-2021,8344460,12.68342788,7.024519991,399,261206,348136,91543,127895,435531,294777,65,61+,Poor
25-11-2021,1466863,7.359845927,9.393584201,257,370334,87624,298519,409328,452681,323574,53,46-60,Poor
26-11-2021,8428815,14.41721445,4.640317258,772,191688,139713,366704,185599,442265,245802,59,46-60,Neutral
27-11-2021,8062685,13.8830027,8.736331521,346,87448,203695,252985,499474,467676,95136,19,18-30,Good
28-11-2021,9502431,5.404321397,9.182568689,667,173678,141471,203860,160971,409182,447694,62,61+,Poor
29-11-2021,7649583,6.358916086,9.137264251,250,476454,297298,391949,318837,154833,384292,31,31-45,Good
30-11-2021,2734500,7.351720327,8.477616546,398,324245,181220,171764,349815,410267,151501,64,61+,Good
01-12-2021,1380746,7.044336163,4.659392455,153,415275,458479,110048,82823,130117,279286,67,61+,Poor
02-12-2021,7009028,8.891986558,2.430167338,322,415515,336593,464437,391094,433275,191672,35,31-45,Excellent
03-12-2021,2043575,11.81157985,4.005607207,865,125822,180670,212829,281639,345173,123967,41,31-45,Poor
04-12-2021,3434807,10.57574447,7.905597124,679,233353,439834,371259,238436,405835,249147,63,61+,Good
05-12-2021,4788426,18.35974837,3.095969602,664,443109,409282,229347,274882,303070,99507,67,61+,Neutral
06-12-2021,6900882,14.18164114,5.304448583,566,100465,231649,420717,302113,354374,181447,25,18-30,Good
07-12-2021,6912089,18.14216525,6.088595662,856,323214,166405,429317,418930,389675,443248,45,31-45,Excellent
08-12-2021,9801168,12.90558987,6.434727062,585,471307,354458,158192,130586,404318,272099,22,18-30,Poor
09-12-2021,6465643,6.34805706,9.421529935,651,498914,194610,336468,330522,267782,243153,56,46-60,Excellent
10-12-2021,4152408,11.94931174,6.953437184,543,173927,293491,495969,67218,490899,168122,21,18-30,Neutral
11-12-2021,5075739,17.3304882,8.076689345,953,108431,232859,209806,300043,376558,311170,26,18-30,Poor
12-12-2021,9244737,7.911556508,6.236905131,962,483918,117899,362749,284646,262795,319816,42,31-45,Neutral
13-12-2021,3725729,6.368214181,8.50222287,237,358883,246318,462806,457742,456716,124360,36,31-45,Poor
14-12-2021,4714249,9.941521075,3.372972518,877,358851,339652,144364,130278,372405,352311,24,18-30,Neutral
15-12-2021,4292452,10.83346746,2.888899045,749,71742,380787,204168,168997,293059,142853,40,31-45,Good
16-12-2021,3497227,9.593865146,9.336880439,391,345194,448844,233214,223946,167913,310683,65,61+,Neutral
17-12-2021,7632440,7.028611784,7.241327887,309,352521,166189,144984,159097,336699,390447,50,46-60,Poor
18-12-2021,3277490,8.762597896,7.043730194,783,245883,248059,355405,411949,282327,324321,23,18-30,Poor
19-12-2021,3479325,15.23423607,5.205657148,796,291216,295571,294718,392975,345602,409135,60,46-60,Neutral
20-12-2021,5888757,10.78892774,4.390275334,910,314877,353553,126986,131089,363415,269378,57,46-60,Good
21-12-2021,3804482,14.48824167,6.00122075,851,250675,297595,408255,356425,465468,319997,54,46-60,Excellent
22-12-2021,8022409,13.0445567,2.085097145,310,134277,65180,278200,398752,259491,314767,29,18-30,Excellent
23-12-2021,3278209,13.2357941,5.09241305,974,454343,455593,106698,250744,395346,181922,46,46-60,Neutral
24-12-2021,6945324,8.728243369,5.09830934,762,193082,355692,100502,457921,357501,311754,56,46-60,Good
25-12-2021,7273508,12.82314549,5.845028616,487,217078,177151,285718,197475,431451,433130,51,46-60,Good
26-12-2021,1331786,5.353920708,6.712170529,495,256572,174323,229056,329560,311481,223791,57,46-60,Poor
27-12-2021,9998519,11.47615613,9.615865294,223,471869,105003,499706,91784,207030,341444,49,46-60,Good
28-12-2021,5457856,13.58934235,6.869522144,660,308054,233172,88202,162251,272412,83591,51,46-60,Neutral
29-12-2021,8032217,7.72993432,8.953526368,223,336517,332463,111445,266266,446214,232170,70,61+,Poor
30-12-2021,9968233,8.848377594,6.006734753,167,188282,473901,135869,113376,136892,412394,70,61+,Excellent
31-12-2021,3856637,8.292965297,6.642350944,574,378467,426781,264271,323997,236674,172955,67,61+,Good
01-01-2022,7461691,6.058369329,1.628532578,457,426147,335358,301758,78369,488152,240675,63,61+,Poor
02-01-2022,2700812,10.21785982,2.199373506,842,307176,102861,231044,228193,180957,84667,24,18-30,Excellent
03-01-2022,9142307,19.6844865,6.217033917,555,467834,438266,190607,50747,197210,416137,55,46-60,Neutral
04-01-2022,2753300,10.3082061,4.56141583,445,65060,146649,482103,224398,498383,415973,45,31-45,Excellent
05-01-2022,8434779,11.90804933,8.189294679,620,95256,264281,68679,426519,302094,275646,68,61+,Neutral
06-01-2022,2015707,14.79630876,5.888600874,877,294378,99655,164691,220844,415345,259172,66,61+,Good
07-01-2022,1719466,14.72746627,8.940619351,736,246315,278485,138901,395031,149698,104238,57,46-60,Excellent
08-01-2022,2897606,19.2484247,9.750985106,982,465384,238175,257353,491625,361677,275383,36,31-45,Good
09-01-2022,1666620,17.86346211,2.328716666,932,365617,431883,181102,250155,324800,296965,65,61+,Poor
10-01-2022,8110238,16.90926031,4.553449765,723,209553,151401,432784,439371,317414,442717,41,31-45,Neutral
11-01-2022,9486822,19.27440839,6.984829227,597,136648,161892,108996,472227,425897,426547,50,46-60,Poor
12-01-2022,9695933,8.461480782,3.749398799,427,383320,321801,451348,396862,175479,294205,45,31-45,Poor
13-01-2022,8471944,14.25581292,3.403291039,429,315554,447736,292372,282391,301432,330495,37,31-45,Neutral
14-01-2022,9877349,18.3079515,8.323647046,665,477342,166585,132805,236829,426831,353328,38,31-45,Poor
15-01-2022,8673271,14.36207237,9.823406222,526,141316,292717,106644,363100,266955,428493,29,18-30,Good
16-01-2022,1311087,19.66130712,7.964229981,542,160100,217556,436224,241094,493434,367626,70,61+,Poor
17-01-2022,5041735,6.505290709,5.713089605,700,388865,341721,176238,379703,132893,253636,24,18-30,Poor
18-01-2022,3729083,11.58995754,4.982601088,194,393311,228671,404235,124128,113169,95660,44,31-45,Neutral
19-01-2022,2928563,19.66044362,5.856829485,970,486417,80558,71227,240834,345701,291294,58,46-60,Good
20-01-2022,3185529,10.69352043,5.16555732,861,460137,419290,414486,375913,408602,309945,51,46-60,Good
21-01-2022,8687352,16.09334563,5.525992511,550,144123,276277,142238,343253,289744,104479,32,31-45,Excellent
22-01-2022,2689638,5.456043516,2.831077455,416,365164,274446,199746,136352,174951,340210,32,31-45,Good
23-01-2022,7687827,15.42255672,9.133677544,586,87344,309974,250502,76499,366324,310921,25,18-30,Good
24-01-2022,3025774,19.01940099,7.790815014,777,442289,182282,54596,207016,315762,277516,57,46-60,Poor
25-01-2022,6974273,10.74059428,7.128796804,838,201981,113807,66588,409942,371910,379374,67,61+,Good
26-01-2022,8375389,5.319497569,9.549324739,747,463183,254666,366798,224352,261130,280691,39,31-45,Neutral
27-01-2022,5048854,5.418647066,3.559548987,995,188970,496188,406684,413772,101942,83340,50,46-60,Excellent
28-01-2022,4037823,18.38034959,1.730434698,676,231574,427200,208298,433995,242604,185251,56,46-60,Good
29-01-2022,3656716,15.83774161,8.435247943,104,222976,486520,324597,461477,405518,111829,59,46-60,Neutral
30-01-2022,7553184,6.600295763,9.985752673,731,442078,410379,371696,224719,326484,218111,35,31-45,Neutral
31-01-2022,3287707,5.818854156,6.205891942,470,391896,314987,140117,370885,428934,316488,20,18-30,Good
01-02-2022,3057949,17.07238045,1.529284491,830,181020,260943,418268,335489,395899,328185,55,46-60,Good
02-02-2022,6611767,17.14790949,8.024212361,976,207471,331978,336668,453327,484069,327632,20,18-30,Poor
03-02-2022,9693096,6.807827597,1.66374144,654,298385,143263,427363,459605,421336,183213,42,31-45,Poor
04-02-2022,9136028,9.522806058,5.860125876,287,340618,233742,343987,153837,442603,153933,58,46-60,Excellent
05-02-2022,1843186,16.70039097,3.497792268,125,438511,253252,113140,239001,459362,194753,54,46-60,Poor
06-02-2022,7667669,12.88118106,9.235241025,878,103459,160850,62744,190785,320947,442499,58,46-60,Excellent
07-02-2022,2592920,19.34877291,5.061980919,261,162298,289204,156320,284551,409736,145860,63,61+,Good
08-02-2022,2685961,12.21593968,9.086170136,844,331453,133064,351054,479862,482185,293596,31,31-45,Good
09-02-2022,3144841,15.15436906,3.691729767,229,223027,364422,188554,463069,210397,363419,36,31-45,Poor
10-02-2022,8634988,12.64675049,4.486263254,632,417162,352572,297859,190085,343116,393878,29,18-30,Neutral
11-02-2022,7932517,19.14448244,9.524072694,982,401261,115553,483297,169021,375262,143261,24,18-30,Excellent
12-02-2022,5133279,10.97988638,2.811830058,509,213082,424068,475240,171321,213305,205526,38,31-45,Good
13-02-2022,9804596,8.446946828,6.206510365,739,457503,383679,270282,53093,338885,246962,68,61+,Excellent
14-02-2022,5417858,9.899507904,4.496592957,687,334534,488602,195102,490760,164610,169896,43,31-45,Good
15-02-2022,8656699,17.79162806,7.967501966,172,292329,297356,468688,493225,440843,292437,52,46-60,Good
16-02-2022,4811795,12.46907845,2.163667341,332,320685,435969,387192,410201,264200,361642,66,61+,Excellent
17-02-2022,6518396,10.31378455,4.934934721,954,198993,215127,200117,207953,108104,419147,63,61+,Excellent
18-02-2022,5158582,13.16390033,7.290393642,205,93937,459867,339279,286994,179722,402215,50,46-60,Excellent
19-02-2022,4199203,6.998445609,4.663146115,108,232952,83202,376417,211839,108549,93997,27,18-30,Good
20-02-2022,6888482,5.080389569,1.526785653,730,352293,494403,412112,483961,226081,123518,31,31-45,Good
21-02-2022,3488110,9.208770255,7.346010352,149,496714,478481,231749,150854,328870,312819,64,61+,Excellent
22-02-2022,3220654,14.0750858,5.528784949,621,129030,351352,276505,371674,195614,104686,33,31-45,Excellent
23-02-2022,9285493,15.67521154,1.10177818,724,351940,88805,433589,83993,419384,427880,68,61+,Neutral
24-02-2022,1751174,17.3991645,6.513903057,541,224268,483790,414102,77132,325074,417835,47,46-60,Poor
25-02-2022,4006948,18.89995339,9.278929203,877,180174,364504,325877,222685,353489,93074,40,31-45,Excellent
26-02-2022,2551175,11.1816852,1.999233534,689,243831,157214,243185,286829,332159,98091,45,31-45,Excellent
27-02-2022,4874840,16.10775199,6.316041115,135,257894,226010,375976,106552,394975,320650,59,46-60,Good
28-02-2022,7629142,6.120093953,7.558019936,301,187113,270156,446314,256139,315220,348859,43,31-45,Excellent
01-03-2022,9029385,5.862949982,1.636963031,923,135521,229596,135160,120092,291050,118821,59,46-60,Good
02-03-2022,8864221,6.87196988,1.203539123,217,447390,228587,159318,183789,333225,100199,38,31-45,Excellent
03-03-2022,2737952,11.72853647,5.1777628,801,177521,160168,369263,311669,459606,301930,67,61+,Excellent
04-03-2022,8388669,8.169221577,8.120680185,853,112933,402996,236952,151696,169474,348005,40,31-45,Poor
05-03-2022,1650868,9.303874129,2.446474691,904,83691,121231,497696,467754,338147,132008,46,46-60,Poor
06-03-2022,9955569,14.7182026,8.52973545,268,427450,129414,483762,292862,188233,399812,30,18-30,Poor
07-03-2022,5258998,10.37783268,6.909195299,611,431232,304756,356031,485238,243681,202494,35,31-45,Excellent
08-03-2022,1635980,13.36057337,3.98955959,329,311567,283888,457466,351034,282349,328267,37,31-45,Excellent
09-03-2022,3027945,11.18605635,5.642432186,659,400406,418408,86382,234752,466844,372835,27,18-30,Neutral
10-03-2022,5951106,7.534538833,9.690174818,249,143374,54886,99999,256408,433916,314543,50,46-60,Excellent
11-03-2022,1578195,6.110299854,2.947932736,954,53303,53771,359166,296841,402721,365959,45,31-45,Excellent
12-03-2022,9792748,8.54347243,5.49581858,307,358797,408327,310820,351551,341334,296316,35,31-45,Excellent
13-03-2022,5526626,5.865507042,6.620379005,160,470393,109070,216544,335546,234177,433818,68,61+,Excellent
14-03-2022,4216460,14.2791794,2.242131449,942,288615,432855,269746,301865,201856,425608,70,61+,Excellent
15-03-2022,5140823,16.93576402,1.391698798,216,322034,481888,316037,208296,185395,167771,65,61+,Good
16-03-2022,6000888,10.09611152,1.121139576,338,207878,358830,258181,244320,232910,306198,66,61+,Neutral
17-03-2022,8313462,10.80666583,3.922235709,982,123136,359337,257871,161749,386581,428697,40,31-45,Good
18-03-2022,2056648,17.24286594,1.66552565,966,77230,130630,151298,382430,171449,286549,33,31-45,Excellent
19-03-2022,7897245,8.339193686,8.233929573,147,287498,266504,218373,325964,480243,207602,44,31-45,Good
20-03-2022,3119094,6.787403978,9.975875744,547,328610,141210,280876,310034,214176,426329,44,31-45,Good
21-03-2022,4651307,12.51677176,1.551734396,856,197548,437645,363738,413102,256632,191184,35,31-45,Excellent
22-03-2022,1964921,14.69285254,4.894536483,567,499128,356909,289133,295915,266730,285512,43,31-45,Good
23-03-2022,5179263,13.99481638,1.231589107,392,339876,227418,441761,300056,278427,121026,60,46-60,Poor
24-03-2022,3189531,15.70809568,2.205918017,524,310668,175890,162696,347981,143003,236408,52,46-60,Neutral
25-03-2022,2316210,5.851267733,3.906303048,616,188447,405239,352253,264955,361646,85260,60,46-60,Neutral
26-03-2022,7968535,11.42302419,4.543283918,711,57837,205559,109087,464194,286509,224729,62,61+,Excellent
27-03-2022,4970844,8.578557859,9.458046518,304,335252,438728,283793,456929,376790,444639,33,31-45,Poor
28-03-2022,5475342,16.38681889,4.562531279,279,329995,133764,486406,352575,150560,287989,24,18-30,Excellent
29-03-2022,2824849,18.09095726,5.466498932,628,338744,447140,244794,343351,218560,292664,53,46-60,Excellent
30-03-2022,7082124,9.220036112,3.210250314,189,308821,180530,183738,252911,186597,232355,35,31-45,Neutral
31-03-2022,2771218,6.428271186,1.001126249,599,327332,360613,157705,318286,420823,343611,58,46-60,Poor
01-04-2022,9085999,8.80141943,9.094010111,207,94777,227010,103513,315899,271286,297844,44,31-45,Excellent
02-04-2022,7758378,6.560127336,1.735432813,289,448705,464481,164307,294805,275669,217173,43,31-45,Poor
03-04-2022,9618617,9.836332492,9.678239569,279,396762,329062,253760,378510,122873,446869,34,31-45,Poor
04-04-2022,6954372,13.07297867,2.177596937,860,255591,90345,406157,309019,496674,376305,31,31-45,Poor
05-04-2022,5309167,19.60521432,6.443906327,862,451911,189548,422076,161929,137165,167298,29,18-30,Excellent
06-04-2022,9249982,10.99055382,9.994695291,119,309918,352899,328313,220414,187803,98083,48,46-60,Good
07-04-2022,8872472,8.300598858,2.246181365,458,312374,323005,297831,391373,426138,249169,66,61+,Excellent
08-04-2022,1740637,7.502026106,4.815487764,708,475319,403385,67668,318265,460069,392867,52,46-60,Good
09-04-2022,3461992,7.595596492,8.023813021,833,207422,419143,285715,209376,376967,293720,38,31-45,Good
10-04-2022,9266202,7.888965249,1.289711349,755,257890,483920,101810,98294,492947,222768,67,61+,Poor
11-04-2022,1225011,16.43400534,7.20804476,106,302593,243982,463161,400138,140856,337416,68,61+,Neutral
12-04-2022,3336366,5.915415671,1.723360041,961,494624,473055,367303,114902,369550,185071,48,46-60,Poor
13-04-2022,9685478,19.9610406,3.12868128,421,201426,304488,268444,280718,392763,429402,30,18-30,Poor
14-04-2022,7396439,12.84029587,2.440685462,367,275410,369549,453295,289732,252924,437879,59,46-60,Neutral
15-04-2022,3012196,13.16407841,9.166027885,526,300598,137781,168700,355848,342454,142071,31,31-45,Excellent
16-04-2022,4741436,10.36345818,2.624110451,395,230607,366497,68362,270671,207871,437112,70,61+,Poor
17-04-2022,6320728,15.35383039,1.36390686,612,61355,68767,456135,488474,470173,134094,54,46-60,Good
18-04-2022,3838046,12.07184511,6.288631106,669,473454,369698,464016,303089,241216,384559,43,31-45,Neutral
19-04-2022,6805403,9.935919274,4.115628329,486,289977,284180,260366,346756,121074,168251,28,18-30,Poor
20-04-2022,1110629,8.977076056,4.651355986,363,198216,175274,366792,227089,285910,369268,24,18-30,Excellent
21-04-2022,2677617,18.8847681,2.071564704,189,120779,162619,144410,427293,316488,365547,61,61+,Neutral
22-04-2022,3615427,9.364842726,7.734110423,587,398016,266261,107026,408225,112349,82422,48,46-60,Poor
23-04-2022,8102811,11.54589889,6.413982847,686,100094,189640,101376,429823,480304,185894,41,31-45,Poor
24-04-2022,8952798,10.25512103,4.277953403,952,167383,485361,406978,466443,389637,224527,50,46-60,Poor
25-04-2022,5228054,6.292682411,2.544174494,360,322738,471071,64156,371066,451290,303730,50,46-60,Neutral
26-04-2022,3341517,7.789015917,6.341065653,587,265139,171652,355183,377880,240429,258181,56,46-60,Neutral
27-04-2022,7051295,7.84252963,8.007375516,893,171562,155366,66239,132435,104561,417212,32,31-45,Good
28-04-2022,9787729,15.40474272,3.811575555,440,272823,102650,450305,292893,173150,226553,60,46-60,Neutral
29-04-2022,7054340,11.09878115,1.232743452,428,283772,457595,63014,465050,426829,122478,70,61+,Excellent
30-04-2022,5657129,16.72951345,2.929095863,500,198064,380527,362249,474541,364502,380737,30,18-30,Neutral
01-05-2022,2191709,15.63426387,7.14158037,456,277131,401722,273474,267831,242502,152296,53,46-60,Good
02-05-2022,3146405,7.880746496,9.901867397,854,149185,467046,318061,341690,378185,121670,66,61+,Neutral
03-05-2022,5027058,13.4437538,1.120386155,598,372580,205539,65350,138410,211407,100954,58,46-60,Poor
04-05-2022,8452074,16.14363269,3.755382059,933,473109,476716,255894,470188,192262,113341,65,61+,Excellent
05-05-2022,4209793,14.49564385,1.558187834,534,175039,366359,448958,246531,110267,107419,18,18-30,Poor
06-05-2022,5532834,14.00024762,3.84714359,218,139236,373356,427380,495599,439539,129659,53,46-60,Excellent
07-05-2022,6797806,16.09416331,4.653229088,146,93388,417761,264943,315840,306981,299727,21,18-30,Excellent
08-05-2022,5276759,5.851711089,9.287758828,267,456258,466836,392341,288843,190170,213294,27,18-30,Good
09-05-2022,8757132,15.97132921,1.725047195,447,339721,95577,419698,102445,208454,398984,51,46-60,Poor
10-05-2022,1752376,9.089828947,7.994206478,603,194566,412606,454959,401065,206680,305971,55,46-60,Poor
11-05-2022,2656484,13.57808382,4.559809565,638,136811,307572,331035,199085,255061,408467,33,31-45,Neutral
12-05-2022,6217151,8.63457492,8.301365647,395,89248,168352,340627,463618,381147,173901,39,31-45,Good
13-05-2022,7940087,17.58226358,5.620619668,612,139425,109999,343279,480473,130169,445115,50,46-60,Excellent
14-05-2022,2275485,12.20839031,1.35353835,273,215834,173958,407237,172251,409415,196921,52,46-60,Good
15-05-2022,6774282,14.64411818,9.515852962,494,393853,205267,454898,379696,379105,105162,70,61+,Good
16-05-2022,2028219,16.91123065,1.744606571,778,428155,487470,324942,374561,243218,156893,30,18-30,Excellent
17-05-2022,4586715,18.42972883,6.379151523,629,254376,114383,406719,91126,162676,263874,47,46-60,Neutral
18-05-2022,2317212,15.98093146,8.899009866,702,182083,209294,224991,83743,141030,125569,59,46-60,Good
19-05-2022,8815880,7.231528643,1.71792818,402,269895,447835,326342,398611,166091,197937,31,31-45,Good
20-05-2022,2948654,17.81798554,5.985040496,301,278760,429025,157378,352217,346611,107277,28,18-30,Good
21-05-2022,1143606,14.27866874,8.41860888,632,348980,257111,236574,329387,142178,446519,67,61+,Neutral
22-05-2022,5862432,14.14174638,9.876922378,255,373701,344431,82104,332472,103640,428100,29,18-30,Poor
23-05-2022,3381921,18.8201084,7.518946607,996,305194,300323,319747,50209,490435,137899,18,18-30,Excellent
24-05-2022,4876264,8.732473335,3.505009379,113,151751,108928,462225,59800,277208,311085,32,31-45,Neutral
25-05-2022,1982439,8.593814277,7.296132969,119,336425,179895,88661,115749,167448,260101,38,31-45,Neutral
26-05-2022,3528260,12.69790332,7.351900924,855,146574,495374,211037,399961,184650,92167,62,61+,Poor
27-05-2022,9331722,16.262946,7.299694109,988,459164,70428,467000,340151,348125,125350,62,61+,Neutral
28-05-2022,5742949,11.70861062,8.688343934,556,466855,454822,341484,350694,386066,226662,28,18-30,Poor
29-05-2022,7554097,14.50837085,1.786420563,272,191308,101138,248761,483386,213746,370027,69,61+,Poor
30-05-2022,8804196,11.78787086,1.975778609,544,205531,282546,382441,468764,260572,307371,57,46-60,Poor
31-05-2022,6144474,14.15580771,6.765554118,221,114589,175606,204641,209447,245501,271002,44,31-45,Excellent
01-06-2022,3809112,17.33393454,9.584929865,596,206872,139393,250174,178396,214954,255578,38,31-45,Excellent
02-06-2022,2932370,7.707150441,5.19254775,283,80271,330276,99411,377983,267756,356518,47,46-60,Excellent
03-06-2022,6373978,15.43067801,9.645064315,919,415571,393238,158004,171964,244759,366695,20,18-30,Good
04-06-2022,9138572,16.81138609,9.442767336,679,407301,230981,208326,237224,189248,174188,38,31-45,Good
05-06-2022,4684486,11.70667111,9.126187644,904,185250,305129,150148,273019,489733,312882,28,18-30,Good
