Date,CustomerID,Age,AssetsUnderManagement,NetProfitMargin,CustomerChurn,CostPerAcquisition,InvestmentType,MonthlyInflow,MonthlyOutflow,CustomerFeedback
09-03-2023,91e99992-0331-4f70-ab4e-ef8457584e3e,56,4710410.325,67.21501805,FALSE,6781.628284,Bonds,48841.65657,4438.055244,Own happen this language analysis sea.
19-02-2023,38c5f59d-3292-49dc-8374-717ff4467dbd,55,4564873.078,68.94077978,FALSE,479.7700305,Stocks,7876.174554,19006.05066,Sort along morning try woman let wall.
02-11-2022,8d72bf21-eabf-4c04-870f-2daaa9b6dff1,58,1627637.573,4.777504022,FALSE,5413.737337,Bonds,41539.10715,41208.85264,Attack buy say purpose visit especially make.
21-01-2022,dd63d5af-a260-4c0f-ad24-69bf2d5bb1a4,22,3974901.559,18.43820138,TRUE,8483.213372,Mutual Funds,47194.94247,28717.54547,Coach prevent material onto check analysis fine.
02-04-2023,2243a669-5e73-4460-b9c8-69b46197a298,20,2467875.917,77.29660261,TRUE,4356.567588,Bonds,8101.808694,34234.55731,During new ability own that dream accept.
15-03-2023,aa445762-04da-4a16-855c-4106953bcd0c,69,2025601.012,99.03883117,FALSE,7972.911728,Mutual Funds,39404.92497,18621.41954,Meeting trade my get get.
12-11-2022,f02ca776-d5a9-4d88-b02d-ef30b71491fa,21,3426475.283,99.65793221,FALSE,5688.739009,Stocks,4381.38481,12060.70938,Pm happen resource standard respond.
12-12-2022,bc245fed-baf6-4205-88ad-4ba3be58df02,29,1171721.701,35.37926745,TRUE,5131.229041,Real Estate,49001.7784,47336.41493,Woman teach article.
07-07-2023,19ccb98e-41fb-4c98-803b-0675eba793bf,55,608704.4113,73.56733848,FALSE,5536.685158,Stocks,47214.49292,29032.83137,Miss agent trade.
17-10-2022,064c16f3-d326-4497-a8a8-f7e2401125ff,68,1324611.274,51.81126624,FALSE,2447.106821,Stocks,33861.25689,12231.77659,From program Congress unit design suddenly.
08-02-2023,2f1c1717-dfe5-4f9b-a7d9-33b4097ab319,79,990580.8281,14.45376978,FALSE,9136.702558,Bonds,44859.00556,10090.96671,Operation nor despite trade stand remember lay.
30-11-2022,63b668ca-e26e-49b6-9b47-d01bf1596170,25,4687756.341,91.54378743,FALSE,8482.799761,Stocks,4395.98439,25364.7941,Step garden former hotel race player most.
29-07-2023,499af361-dc41-4c1d-bdd0-f356a3ba0888,79,4216339.637,86.33326075,FALSE,1504.161082,Cryptocurrency,5942.729661,12918.31409,Enter be such enough goal future citizen place.
29-07-2022,852ad9d1-167d-4983-b46a-833aa8272885,33,495625.2604,44.88377224,TRUE,1797.929626,Bonds,4916.178846,29872.16377,Grow budget wide ball town fly.
02-07-2022,192b6477-fc5b-4188-a1ea-648d05128b18,23,682083.3988,91.69754039,FALSE,580.1111667,Bonds,16286.56771,42755.79984,Laugh forget watch low soldier house.
22-11-2021,043b36e1-b0c3-42d9-ada1-53ce43138a6f,70,993797.6487,77.87396319,FALSE,6166.260625,Mutual Funds,22846.24791,23213.60487,Onto along look serious if view behavior.
17-04-2022,a6e9eb1d-d92d-4b94-a1d2-dccdf3b3b5bc,76,1915166.778,16.45266947,FALSE,9328.105062,Cryptocurrency,25224.70832,2216.647342,Natural traditional training issue report goal nation send.
26-06-2023,16474c06-a546-4c84-8883-d04b22642646,62,3580018.662,47.27611862,TRUE,8720.73643,Bonds,49819.99834,19858.61764,Factor ever continue ahead law.
30-07-2022,84bd1b58-304d-406b-bc63-9cb0f083adb4,75,4205814.665,47.95673139,TRUE,5333.91878,Bonds,49063.84205,38425.14179,Official season walk information information.
02-12-2022,8f735d1b-fc9f-4989-9175-c2cfc976c675,35,1140010.551,95.27461083,FALSE,9199.601717,Real Estate,46964.17076,15914.60878,Sense industry doctor environmental should life.
04-10-2021,9cdde1c6-58d0-42fe-90de-36d2f42eaf00,71,3185513.45,11.82167144,FALSE,4139.415583,Stocks,10979.32466,5929.714383,Affect phone building imagine.
22-02-2023,51690f5b-59ef-41d2-ac7f-957da9ef9984,19,3448550.3,35.56563233,FALSE,4885.481785,Bonds,27148.21083,46727.01048,Star trip what summer like share.
09-12-2022,87e2b01e-1028-4c64-ab02-b0101ace4c2f,54,1368578.948,8.221425188,FALSE,2109.451203,Bonds,8230.115699,35936.79273,Goal wear seem happen woman child stop.
06-05-2022,091ea9b2-ce00-4d6f-a5f6-2a70a5466c73,27,1278151.458,46.28236558,TRUE,7748.188635,Bonds,47537.46464,35582.31637,Drive hit else interest cover center.
27-04-2022,ee94616d-b9ac-42d7-8235-f0c204f67080,26,437876.2584,27.43426735,TRUE,131.9126986,Bonds,33954.22759,5963.547879,Why ground sure song accept discover.
05-09-2023,50a9fe8f-2a92-4218-a624-e99c9b025020,32,4014563.302,46.0469211,FALSE,4843.095111,Cryptocurrency,28229.97895,1696.167743,Skill economy above.
20-07-2022,1e02f299-4457-4f2b-911a-a5a020faad97,56,149453.3005,80.16116846,FALSE,3438.288145,Cryptocurrency,18253.33137,29435.51868,Stage raise several visit to book appear.
08-06-2022,301d9d74-078f-487d-b5be-72c7e076b9e3,42,3514887.826,38.48335959,FALSE,8831.341715,Real Estate,40155.43128,48183.05875,Dog improve position.
15-01-2023,e7fb0536-1fad-4b45-b078-f184378b3750,22,864411.0233,44.66819621,TRUE,8354.320872,Mutual Funds,23971.08646,20969.60407,Evidence during sometimes one hotel letter require.
17-12-2021,f217c2c2-31d0-4780-acf6-88c0cc0d8bab,41,1177887.602,0.088369338,TRUE,9369.517364,Bonds,9906.694833,5893.79663,Brother note occur represent kid kind hope.
31-07-2023,5226f94f-0794-4960-8415-f9ca0bd6202a,59,1736615.586,77.4160046,TRUE,5885.294944,Stocks,46103.60705,15656.32776,One behavior blood same hour participant least.
09-12-2021,9f7c478e-2a17-4733-a17b-bc47f50ac2ab,63,189269.7465,72.41838643,TRUE,7786.875982,Cryptocurrency,21994.56981,47039.68316,A health and camera need look.
04-05-2023,9bda471a-5587-4272-b820-75bc9bdbf7a4,34,4275683.758,21.42419071,TRUE,4418.639832,Stocks,43919.62481,25582.04408,Step wife knowledge street man care child.
03-03-2022,e8f8f109-b3b2-4660-ba3e-3bacbcb9621a,18,931957.8791,10.44954359,FALSE,9660.020377,Stocks,30206.29021,4615.596332,Boy age attack sign beyond.
17-05-2023,bad6dfb3-71d2-43d4-8f2b-0919982e3925,26,3989015.669,35.91177959,FALSE,8600.594253,Mutual Funds,7614.071697,14063.46679,Try some the kind.
17-02-2023,ecc4eddf-6e98-4415-92cf-b9522d8c2a43,72,999905.7971,2.636135121,TRUE,1754.892672,Stocks,48742.6219,24628.06699,Indeed everything back blue.
28-09-2022,fb1c233a-a55b-4301-bc5c-6af83f5f2d65,42,13131.51977,67.62230633,TRUE,4954.270324,Cryptocurrency,31600.39468,25178.01043,Will six serious.
23-06-2022,d1b6754f-6332-43df-850b-6e0b50ad3b77,64,164268.6106,81.0092887,FALSE,9594.681168,Bonds,3932.704187,3596.341137,Create himself together six nothing purpose scene.
14-09-2022,fb5f0f23-fb35-4d4d-a6a8-2d41f98f1ae0,24,2768154.649,79.78968379,FALSE,979.0187569,Bonds,21523.53264,3934.298064,Area ahead leg I manage southern near.
01-01-2023,072171fd-9301-4771-837d-7c3630b58b7d,24,1554636.008,4.634074489,TRUE,5163.515363,Real Estate,46258.84288,29195.59899,Choose exactly table capital Republican management the.
20-03-2022,023def77-9f72-4d39-862d-c9873491604f,36,1421961.04,28.59453633,TRUE,704.8193356,Mutual Funds,14386.84151,43925.32821,How single imagine that first produce.
20-07-2022,52810f0e-8ecc-44d2-bb4c-ea9b6fc812b1,52,1476295.278,14.46050324,TRUE,2643.614118,Stocks,36939.0145,40921.27917,Development away body get question month tax.
19-07-2023,79ca0aa4-d916-4204-9353-2da8cba44ee5,75,3269553.058,64.69796057,TRUE,7297.702612,Cryptocurrency,28355.81994,30732.42529,Still toward area someone physical seven challenge.
31-05-2023,4caf5a86-eca1-49d1-a3e2-4f9969e38522,38,4602719.259,36.7757239,TRUE,8562.972921,Stocks,34344.41788,14524.53587,None soon which challenge military employee.
11-07-2022,12fc70c9-a7ec-47c6-985e-81a9fb9b7929,75,4820548.057,11.69704736,FALSE,3991.239375,Bonds,17956.5077,45696.1379,Kind low decade talk similar friend choose wear.
01-11-2021,1d1efec4-6f4e-4f9e-b239-64aa6b27738c,43,405892.9973,38.3966787,FALSE,870.0579524,Stocks,41329.86475,9651.386452,Who best call seek cover can.
18-01-2023,36d717bd-144d-4da3-b116-5399f12a9578,40,1999707.804,15.01693858,FALSE,5162.177595,Bonds,3842.283516,14777.26112,Most never industry Mrs sure peace boy.
10-12-2021,ac8e050e-b8f1-4648-a808-9813be1c4fb2,28,2601450.013,15.76578783,FALSE,4822.526335,Mutual Funds,36409.47412,5827.658613,College religious way must.
07-08-2023,3aa507d6-0db5-4d6c-97d7-778988b8b6f9,56,1284654.248,53.38162996,TRUE,4302.3977,Real Estate,14616.13162,47753.39257,Wind process have center.
10-07-2022,cf68d7ad-8905-4040-bb9e-5df36ea0fd99,52,3859626.98,20.70116929,TRUE,453.3517145,Mutual Funds,48020.9526,39415.79153,Miss fund pull question east common care.
10-04-2022,d2dcf4ef-7523-49ed-beee-b366c39966e4,45,925787.2819,63.89340544,TRUE,2980.073441,Stocks,7084.888911,3339.773352,Age old police until teacher his gun.
15-04-2023,32fcd676-5038-46ae-b2c1-78814ab8f878,18,709041.7367,45.44979344,FALSE,4320.845591,Bonds,7164.106232,12957.6883,Television treat about method.
02-12-2022,b698e036-a699-4715-affa-0d12694cb53d,59,1989910.951,86.85499971,TRUE,8010.327748,Stocks,38800.36395,28008.52593,Bank on sister follow form.
20-12-2021,49f7308a-5009-4087-af3d-0489451248bd,77,598144.8377,96.22537346,TRUE,3171.31795,Mutual Funds,15831.01778,11876.082,Meet believe newspaper.
23-04-2022,c1c7050e-8351-46e9-8da3-9eecf5077b9f,39,3347567.07,17.12103717,FALSE,8222.512362,Cryptocurrency,47261.88811,44533.57074,Member professor home station.
07-01-2023,31b42a64-f2f3-428c-ae73-400576f5a4ca,31,4808738.009,71.13416382,TRUE,378.5586049,Cryptocurrency,14448.95685,7293.623145,Action hit entire information.
24-11-2022,e8151989-03ae-4f65-9fca-10ee80db84e6,62,3345591.68,68.79846795,TRUE,6330.387913,Bonds,39802.28294,49993.93214,Sometimes war wall candidate threat late.
27-06-2023,106e453a-b090-4401-9704-c068d991b2c7,53,835111.446,22.65136888,FALSE,7837.272351,Bonds,10397.5534,13870.61014,That guy side number black continue significant.
23-11-2021,003263c1-0ac7-4cda-87dd-c68573bb727d,28,1633337.073,76.92127857,FALSE,3833.722428,Real Estate,12105.17394,21784.49443,Whatever room investment wonder reveal serious per.
19-07-2022,32b5bcde-f56c-4d56-aef2-965c395cbb80,78,1330997.723,60.1040487,TRUE,3745.948103,Bonds,49950.37462,34067.03148,Key white close large bag season.
10-08-2023,a81c6d4b-ee3e-437c-9cac-9c626c5c633b,32,1972345.787,33.22673387,TRUE,6728.880181,Mutual Funds,21083.04129,11192.01434,Whom above our successful easy mind election.
09-03-2022,10c30e4b-c1b4-47cf-9efb-721acc60f965,56,215080.7388,74.77580146,TRUE,497.3877686,Cryptocurrency,32175.16747,14098.07776,Some us think factor answer human station foreign.
12-06-2023,986b73b8-4a80-4b95-834e-0a750a966e5b,49,3360841.522,31.01130241,TRUE,9844.204497,Bonds,48189.95375,30680.41023,Be office budget major ground billion history eight.
13-04-2023,2262e6a9-c253-4123-8729-8db338db571f,46,1642066.96,87.13649181,FALSE,3752.64804,Stocks,37821.95839,21733.37202,Mention little evidence.
01-11-2022,90b42829-5341-4d5f-9aaf-1cfc8aa526af,46,3892759.184,78.27465174,TRUE,3666.917973,Bonds,14720.95232,48222.82565,Investment each center price seven again near.
25-12-2021,c429fbbf-0d3c-44a3-94c4-e6486e0b2d4e,41,4783821.556,8.02288921,FALSE,9365.143693,Bonds,42675.76914,39196.39289,Hair these claim wish at position.
08-06-2023,77e537f2-7c61-41f4-a867-d06f23a2ee67,24,3613963.844,8.8318677,FALSE,4533.513083,Cryptocurrency,47429.54286,18565.68717,Kind themselves have their commercial nor according.
29-10-2021,5bb1af58-1ac3-4580-a51d-a06e4e58d148,80,1571560.718,41.10980392,TRUE,9023.139607,Real Estate,34896.31777,3011.160542,Here together relationship step window.
29-09-2021,0d9dc235-4259-43f0-8c7e-46e1743efbbe,25,4833317.12,93.20290921,TRUE,3066.799675,Stocks,36171.15153,34267.31177,Sport why marriage claim statement real strategy.
13-11-2022,1f1dbda8-1f90-4a75-b653-0d8dab55cbe4,21,256234.4952,59.65426105,TRUE,4657.410325,Real Estate,34614.11418,49464.66932,Strategy rate few let wife really participant.
12-06-2022,f20334a4-9fd2-4d1b-ba04-fbbbf32ad703,31,3233318.457,16.05342711,TRUE,7324.360468,Real Estate,19475.48053,18024.28168,Owner century report road.
21-07-2022,87499164-3883-48ee-ae71-d76a7d0653c7,32,4870562.896,37.16754537,FALSE,2410.629841,Real Estate,33668.19067,22156.09097,Artist see type or business benefit support six.
26-08-2023,168549cc-0547-422f-9096-6fd8ecd4d30b,40,3478824.41,87.35913869,TRUE,5283.860098,Mutual Funds,8903.943188,8521.635825,Produce hour along.
03-01-2022,37cc2296-15da-4514-affb-95f2932a6e79,76,2180756.807,88.15598608,TRUE,1956.695887,Cryptocurrency,15856.41349,2817.174414,Least theory discuss significant training sea.
07-01-2023,e9bd4605-2738-4a6d-b207-0fd7b6dd5627,58,2518076.443,34.25990716,TRUE,7805.202003,Mutual Funds,20400.51294,39301.32767,Remain unit top fish pretty.
27-08-2023,342a0b2e-57ea-45da-91fd-1b33ad560a3d,79,4399293.387,73.50199297,TRUE,3632.455968,Cryptocurrency,36269.77402,37734.21678,Deal once discussion local time recently.
05-02-2023,2f27cd06-be73-4d44-8604-306cc1eb2522,80,2144235.83,78.75274437,TRUE,6318.722153,Cryptocurrency,15917.09235,4012.082632,Card oil painting at across message health authority.
15-04-2022,dfab21bc-9a64-4e50-b3a2-1e8d2d5962db,71,2086057.639,23.9287535,FALSE,5093.897296,Real Estate,9780.047449,3474.834125,Claim become attack nature southern management.
13-07-2022,266e838e-05f9-4112-b6db-e7b449cff0e2,70,996217.0308,48.18057785,FALSE,1009.109804,Real Estate,48939.07435,13702.91133,Computer great child thing these.
30-06-2023,ddbfb387-4c21-48a9-942f-97cf1bc5ce89,65,4947507.747,99.9952109,TRUE,9250.857603,Bonds,44804.64179,22254.20427,Understand will audience nice grow carry standard stage.
31-10-2021,b479467f-aa88-49ce-9828-967678ba029d,78,3735081.323,92.28326379,FALSE,9873.076533,Stocks,15108.49844,22326.78922,Sense less ask PM view second.
11-12-2021,af4a84f2-c9cd-4ff1-bfba-bae5035198f3,42,613191.8181,73.64874713,TRUE,6556.38744,Cryptocurrency,10463.70787,33078.83199,Dog call art push plan produce.
12-06-2023,df0d43e5-938e-4204-b54e-ee88f898f394,21,2898040.713,87.76760779,FALSE,8381.895572,Bonds,24551.67922,36410.24795,Rest wrong town at organization.
01-12-2022,7e497d43-bcd8-4695-abce-8ce52dd6fce2,69,201047.5048,99.45323586,TRUE,7624.346413,Cryptocurrency,30556.28457,10233.87015,Tv that away bar there key nor.
26-02-2022,1f079727-9eb5-46b9-ad90-ea3985abcba8,24,2568774.594,45.78271399,FALSE,6338.078858,Stocks,41749.36333,24746.4869,Mission general tell give other social issue.
14-06-2022,36b8b36f-d9a2-4638-85c8-67dd65611b9b,38,228771.8031,23.28848183,TRUE,8814.709605,Real Estate,44095.05333,22195.31352,Surface serious record worker join.
30-10-2021,66f5e429-c3b7-40d0-8f12-3bd305ad1fcb,64,3453659.119,45.92543188,TRUE,3638.82647,Mutual Funds,26742.86069,14868.89496,Fear away ever have author.
05-06-2022,58a07562-a75d-436e-bbbe-9b1a64f974f3,57,2839162.669,13.89458145,FALSE,3175.163122,Bonds,39036.51921,35036.80413,We only key.
25-05-2023,028f1646-ebac-4a68-8316-e55000912b62,60,4472064.242,92.07839934,TRUE,2396.169144,Bonds,5575.313578,10880.90187,Oil apply popular measure continue body.
07-11-2022,508ec1e4-93c0-4888-9746-901eabc75ac4,24,3307376.203,49.09437943,TRUE,315.3624638,Real Estate,35145.45926,25555.0209,Pick tend so page page season.
19-12-2021,fbd987f9-cb62-4d67-83b4-251643ba172c,18,2062148.834,22.90088386,TRUE,8788.204434,Cryptocurrency,23377.88357,36124.4074,Somebody card will site.
16-08-2023,7633e623-8a1e-440c-801d-e5dbee577c8f,21,729264.3806,80.5790521,TRUE,199.9540898,Stocks,34058.43185,7836.756245,Sound treat leader sport happen prove.
08-08-2023,5200717a-6d64-4458-9acb-9e2131d9d8ae,70,775254.6273,16.03607759,FALSE,4794.981015,Bonds,7382.223039,11958.17998,Green easy speech.
27-10-2022,e53e1354-62e1-4815-92ac-0ed277c6ad9d,20,4070548.77,28.82394639,TRUE,6382.388127,Real Estate,37229.85511,46940.42095,Current lead man public main option.
21-09-2023,5c6f9cc6-48cc-4216-9edc-4f96abd5ba9e,47,1328809.486,13.16381994,FALSE,1747.956153,Stocks,30790.76201,24329.25847,Then beautiful show loss.
03-12-2022,651d2a5e-93d0-42f0-a7fb-0a7458480631,25,990366.7245,92.28556146,TRUE,1872.997328,Bonds,39290.47279,1499.317546,So recognize position much opportunity game by.
03-12-2022,12a314c1-a5b6-4da2-b196-52310dcebd5e,72,2487405.72,89.09494538,FALSE,7421.752795,Stocks,29807.04716,40276.31158,Sometimes letter person.
22-08-2022,5c535805-da6b-4343-b309-adaf4083194e,34,3936717.71,87.0036713,TRUE,3597.653178,Real Estate,9653.182203,30508.18255,Against travel notice maintain per.
02-05-2023,0cfd30a1-fcc8-4c8b-bd4a-41a66f4808e0,30,4732583.751,0.249604919,TRUE,4070.012383,Stocks,46755.59469,26491.69255,Better whose again far hour.
07-07-2022,3e16fae8-2bee-4c96-b6a3-00eaba91fda5,50,555286.5949,92.51752911,FALSE,8845.253856,Bonds,20275.41747,38482.25971,Economy matter view charge right avoid.
11-10-2022,d45a45c9-c7b6-4223-8f4a-ad111aca2894,47,2963699.835,38.21661008,FALSE,4419.947251,Cryptocurrency,34133.18032,6285.098379,Option prevent property part star line foreign.
21-02-2023,ac2f65b8-0d8b-4d78-8e28-958a2223ea93,26,4376362.534,99.3472338,FALSE,6824.125008,Mutual Funds,29817.06492,16075.38588,Loss hear discuss medical task space.
16-06-2022,227cf279-9158-411a-ab29-42528578bda5,58,25089.08666,27.26843218,TRUE,7597.873249,Bonds,39600.65969,20621.67088,Adult join great opportunity record information.
10-07-2023,0c628715-60d7-4abc-8dc5-b388e8057a4d,56,4247706.2,57.94688672,TRUE,7766.223327,Mutual Funds,21806.37955,40513.02159,Mind believe during money history quality.
15-10-2021,75de9adf-9a3a-4514-9ac1-d0a6ba1e55a2,59,2139294.961,75.7374335,FALSE,9423.414845,Mutual Funds,49265.37526,5733.014577,Song money thing go.
31-03-2022,903d4d22-d282-49cd-aaaa-253040bdfea1,57,2641753.988,94.74294268,TRUE,1432.843422,Mutual Funds,16587.64316,2319.560124,Cultural really officer institution eight.
01-11-2021,82412acf-8c57-4cc1-bdee-196483789e7f,51,1616467.868,17.28231588,FALSE,7266.559509,Real Estate,4218.904886,27373.07535,National including perform during old.
17-01-2023,71e01af2-a8a4-429a-afe1-f6b836a986ca,54,555077.6894,50.55412129,FALSE,7650.021042,Cryptocurrency,16765.37518,48823.57095,Ten first trouble.
13-07-2022,f350c173-1c14-4311-98f7-e9bbd4145d5d,70,3173690.377,21.0605001,FALSE,7780.92784,Cryptocurrency,14838.3231,6108.578587,Treat by enjoy modern run wife manager.
20-11-2022,43f3ad2d-8922-45fa-bd62-3d6448a99719,75,3324414.821,11.88581079,TRUE,4430.23655,Real Estate,9079.790167,6545.557472,Return beautiful agree.
02-12-2022,4d740fb5-6139-4672-b13b-fce8691d59c6,68,1720987.373,24.58475809,TRUE,8712.450064,Real Estate,15920.38107,33959.11693,Security gas ok door.
14-11-2022,83b1ef2a-e65b-479d-85bf-3076c86a8ce3,67,2552902.919,53.09636106,FALSE,8349.494271,Mutual Funds,11107.8391,29116.42414,Reduce argue century movie manage responsibility suddenly.
20-08-2023,e46aa919-853b-4415-a66f-adae3922302c,49,4404446.899,77.44026707,TRUE,5271.423221,Mutual Funds,25523.35579,8931.921494,Behavior suffer really buy.
27-12-2021,5741d5d8-3b33-4227-a4c7-ecaa78024c88,56,4494847.224,82.30817056,TRUE,8081.329853,Real Estate,15115.94325,29595.37444,Factor base entire see picture.
27-04-2023,c5f0de59-2f50-4104-8a1d-95ee6ec12da2,61,3161235.995,34.89367729,TRUE,6096.920102,Bonds,20156.1274,29370.04439,Position environmental imagine those.
30-11-2021,c9963bf9-f45b-4886-93ec-84d8ffbe63b2,67,3742484.063,68.57277749,TRUE,6653.720163,Real Estate,14224.86924,23966.37732,Dream less enter rest.
27-09-2021,5fed76ad-7e06-4185-938c-28302c68daaf,20,4404626.92,91.83098699,TRUE,1340.255678,Real Estate,46321.86178,35310.28776,Last war already ask trade collection listen.
06-05-2022,f93674f9-9f44-46bc-8802-90b212b1bbb9,22,4946434.013,25.41803092,TRUE,7656.518562,Mutual Funds,3838.205816,13384.49036,Agreement piece consumer while sign.
08-03-2022,6a908eef-1d25-4977-a700-43e166b5651c,73,1139212.744,18.15622241,FALSE,1737.224895,Mutual Funds,3314.312167,26060.21009,History require law rock role.
22-10-2022,0406aee9-8547-43c7-a994-a43354a66015,37,470718.0824,67.70727153,FALSE,2031.619929,Cryptocurrency,9795.570049,45413.93912,Stop evidence political thought rule magazine.
19-08-2023,e4afddc0-99eb-47b0-ae46-4d6c10487951,60,2901569.449,58.06215137,TRUE,935.2032827,Bonds,30791.38291,36375.91296,Management item reduce may.
18-11-2021,8f04314b-bac9-4f76-b81c-f00916076292,60,4479303.414,80.50241103,FALSE,8740.758817,Real Estate,34296.97353,31397.65911,Maybe believe necessary trouble scene music every change.
23-05-2022,31266a37-9437-4cbc-b330-1c7927f0d254,30,2616676.848,15.51762411,TRUE,6367.972533,Stocks,32931.51423,37616.51372,Within state kind worry simple prevent.
06-03-2023,a399d657-5e89-48bb-b719-8b42286ae29c,79,1719371.753,87.32022447,FALSE,214.3332759,Bonds,40237.52882,4206.345004,Continue whether game walk against.
17-08-2022,7e79df03-6304-4ac9-a834-7dbfd550dff3,66,347614.1211,9.951339903,FALSE,8127.269715,Stocks,28427.94555,22624.58986,May participant before other every real morning.
02-12-2022,34b55e83-30e8-46fc-b8d6-ff5a769c3acc,67,1963569.314,90.35356518,TRUE,6443.903471,Bonds,3722.878134,12722.61414,Name choose street military process this.
29-08-2022,37a7d016-b4ef-48e3-890b-fd2bd6d7ce9e,79,2819689.622,79.39685833,FALSE,1285.751986,Real Estate,31401.44392,20030.05846,Both final activity democratic population design television.
13-04-2023,912440a2-50f3-4457-b719-625f4766ed7b,37,40475.13764,43.66328733,FALSE,7374.090897,Bonds,22538.43725,30938.33469,President morning focus until to.
15-04-2022,273ca08b-69f2-4739-b664-eb3b69d44a24,24,105817.7896,28.40927593,FALSE,2732.206867,Cryptocurrency,27460.86196,46813.50873,Rest impact like newspaper change decision million voice.
09-09-2022,25c87f99-7b04-4ed0-9dd7-11b81a2caa03,29,4952116.494,83.71055135,TRUE,6879.974615,Mutual Funds,9337.351509,7913.368398,Trip know project crime.
16-08-2022,f64ccb34-5564-469e-8fcd-a5c1242d2d47,45,202660.2439,26.53870069,FALSE,1375.76798,Stocks,20410.90735,45971.86732,Ok space toward feel left.
04-03-2023,7dcb238f-8e45-4e2e-8754-773b78505893,72,2787767.437,50.13582656,TRUE,7191.117536,Stocks,2535.214235,31622.97253,During rich power bed grow.
30-05-2023,6b63b257-9425-4f4f-9a70-58a7f679cce0,47,2008622.968,33.37623935,FALSE,7595.341997,Bonds,21585.72633,3571.329605,Field certainly half yet only increase.
13-05-2023,77beb37b-5b40-4d86-b927-8b5f848c62e1,40,502527.2341,76.13551936,FALSE,1302.313555,Mutual Funds,46165.40183,37019.35864,Certainly far reach trip account.
04-05-2022,7cc94f68-ca7c-450a-9b18-bf314d3691b3,55,3341428.97,27.76966391,FALSE,2712.572988,Real Estate,23338.07003,31444.9716,Development south simple daughter national.
23-09-2021,21cb9895-860f-447c-bc0d-d8f658ddeda5,35,1946417.498,81.80129123,FALSE,9073.372703,Real Estate,18780.96561,28085.1063,Ask form knowledge air hospital ever local pull.
15-01-2023,78546f01-82e2-4a72-b5f6-3d0017692f08,18,994566.7361,32.23331896,FALSE,702.9096954,Cryptocurrency,49829.75573,4400.633662,Know pretty join security stock figure.
21-09-2021,0a42d013-0d46-43a0-bb62-297df17227cb,76,2250568.013,73.19955575,FALSE,4677.987597,Stocks,13762.55895,37413.59393,Crime benefit hold mean.
26-01-2022,cc9aded9-da39-416e-a087-26d864f4dc05,66,3984565.482,10.08991354,TRUE,5437.940334,Stocks,40867.55012,9919.536595,Group actually research friend play method either.
21-06-2023,9aa801b4-008e-42ee-ac6e-1af5c4e473bd,26,1143268.141,51.46375463,TRUE,3531.576481,Real Estate,2783.901502,32985.8447,Ever material threat gas hold risk recognize surface.
14-11-2021,a5505c26-9574-4a12-9d19-53c1c028c4b3,45,2101467.645,42.29966476,TRUE,3193.699606,Real Estate,45443.06321,24459.76771,Among move set appear past opportunity debate.
19-02-2022,a6429cf7-22b8-430b-956c-7cbe83ed90f0,62,342447.5669,98.26917736,FALSE,2218.312783,Stocks,41496.40584,23367.4468,Product change both lead drug.
19-05-2022,f5e9857f-cf6f-4933-8048-855748a2c304,39,4953856.733,8.531430871,TRUE,4477.543234,Mutual Funds,48491.51814,24652.82655,Son pick let thus because.
05-11-2021,77509bb6-7155-458e-b2a6-f7e0b8febda4,57,3291508.925,72.06946591,FALSE,2638.833533,Real Estate,8115.035262,37336.28552,Hit fill garden cup reach check.
14-10-2021,0d25b5b4-d224-415c-b962-9c0a32067757,50,3429804.894,29.51703714,FALSE,9969.63,Real Estate,45078.75261,41015.79478,Some order face I increase baby.
27-05-2022,c1c3977e-b7cb-4ee5-8e03-9f4c3c8ca65d,68,2049719.615,25.84010324,FALSE,1321.202635,Stocks,6938.119158,24546.08381,According final well large certainly both.
03-09-2023,2cb6228f-ceac-4f8d-b196-b828c52cd651,22,1044578.923,2.893060122,FALSE,3149.638872,Mutual Funds,20119.03722,8583.601442,They kid kid class receive no.
02-04-2022,2b13f30b-1944-474c-9852-bbad1dec1dff,72,2463803.512,55.32792492,FALSE,2550.742755,Bonds,17131.99025,11058.36246,Source hit dark half win recognize.
21-05-2022,394baa25-a045-42ac-9fca-9fecb63b3292,55,2299209.017,95.95974834,TRUE,5039.850196,Stocks,2307.788946,19848.72088,Price ok professor happy end.
24-03-2022,a20652d8-0282-4dcb-a5b6-e2512e65d629,69,4089368.543,96.6745578,FALSE,7067.16238,Bonds,19801.07524,8964.61427,Food wrong take help peace beat ok.
26-11-2021,07e2a745-c370-4cb7-8ef8-b882a10583ca,43,853016.1102,86.36375416,TRUE,9615.839955,Bonds,23289.4458,29283.56849,East as natural whole positive yard.
12-09-2022,7d17f015-4cab-4a89-8be3-aa9694f267fa,67,935320.3121,10.54477416,FALSE,2965.355275,Mutual Funds,23775.22648,1398.318219,Once tree smile indeed partner explain allow.
02-03-2022,675d32d5-a358-4e6c-a5b0-46f414c16797,36,4383891.502,76.21841861,FALSE,1816.661887,Real Estate,22681.10888,24422.55043,Along hear join choose space include appear.
23-03-2022,f3afc325-6187-4dbc-9eed-b1d275460e49,52,3757428.568,29.84741549,TRUE,9980.640232,Bonds,37878.33377,31566.75084,Them military arm write technology order area.
28-07-2023,93ac30fe-a03d-4d9a-ab2d-73027df737b3,54,3892642.653,0.349801446,FALSE,4498.576505,Stocks,3587.204046,37432.51171,Risk war pull.
