Month,ROI,IRR,Investment Performance,Stocks,Bonds,Real Estate,Mutual Funds,Cryptocurrency,Risk Assessment
2039-04-30,2.232583202708738,11.471304604975934,2.882718104878305,795750,918759,758337,291622,717368,Low
2039-05-31,2.4047486398936337,11.448385748506396,7.967767511034392,316882,223836,309883,73332,19103,Medium
2039-06-30,9.720675487364002,11.735240435180014,7.40259936464846,97272,175354,879601,14379,647180,High
2039-07-31,7.059032326066217,11.792686250450148,5.810074624958478,421776,502628,779509,681856,992386,Low
2039-08-31,1.383137090229154,6.092814187135042,7.349257243543675,741509,254096,14226,323716,101579,Medium
2039-09-30,2.2310132954058517,6.917123304572936,7.612776425046913,877902,621331,426007,694228,665800,Medium
2039-10-31,5.372200585908602,11.30541004542351,6.056649751195013,694267,191954,752923,15283,371443,Medium
2039-11-30,2.870459238638078,9.081723887310368,5.112078672147849,351835,78721,896690,813637,77647,Medium
2039-12-31,8.232930865000169,12.628516453057637,7.2920107532880625,473589,289766,361041,498878,309012,High
2040-01-31,6.158954058124285,6.249092822628322,5.406781981477457,835533,932959,792516,253721,251297,Low
2040-02-29,6.513689870103686,6.915229944205394,2.760803257123244,890316,438908,378988,195988,48983,Low
2040-03-31,5.165429932442907,10.58464642436473,4.201136002745034,458679,410012,839910,741533,308380,Medium
2040-04-30,3.3045649788368396,10.007480192678987,4.675525710412262,189806,330678,722864,511911,383352,High
2040-05-31,6.3046325188229195,7.663971539766899,7.612214096813573,331180,661550,575361,841678,49241,High
2040-06-30,7.452730415446586,9.083432435051584,5.955112833834934,550962,556711,802593,323115,419123,High
2040-07-31,4.338532698671503,5.349812780566531,7.251665376775344,185963,259326,369609,501796,293794,Low
2040-08-31,5.544492675560519,5.3703810799437415,6.545550205039617,820324,37007,834661,57596,402606,High
2040-09-30,8.5571557342483,5.9492700282487165,3.859165319136097,126106,713481,478429,166914,939535,Medium
2040-10-31,2.338135856402143,10.767924532005605,6.3122539583850985,212201,103006,11628,295159,58867,High
2040-11-30,5.907019773466904,13.637164146131536,3.1717984155432477,450458,909588,869948,165467,589932,Low
2040-12-31,4.135713956463054,7.602232892595751,4.448874870304806,392142,106382,374686,485411,14460,Low
2041-01-31,7.325152823955075,5.339398297234203,6.836551142935593,215367,912576,958878,786381,41135,Medium
2041-02-28,1.169292188461552,12.086271020523125,5.67157497149137,97558,715621,843324,728450,104832,Low
2041-03-31,7.034259698228699,13.553522390050665,6.95247503571569,752450,482661,611699,692847,383242,Low
2041-04-30,1.9260796061456869,6.381727852631017,3.528221494100308,488174,765594,295124,953410,805146,Medium
2041-05-31,1.5829097769429221,8.857476959404002,6.498492994563769,173366,693052,175835,126581,428497,Medium
2041-06-30,7.521609708627516,6.587368405902047,3.213946168651019,790585,450265,413517,413751,470511,Medium
2041-07-31,6.763079376136662,6.063574306093653,5.271825034388043,332631,616830,731491,791545,337929,Medium
2041-08-31,9.05442337803393,11.481685384743745,4.601207566726588,747588,159793,486075,102500,457364,Medium
2041-09-30,5.676894602205807,14.675364761781312,5.338855146624842,192362,741018,322595,108896,178184,Medium
2041-10-31,5.770219829744504,11.781656256207622,2.8132005441696353,28580,528840,398774,746448,724078,Medium
2041-11-30,7.363160520188955,14.848146628076181,4.167367253078071,762669,437242,293942,268930,540879,High
2041-12-31,3.910578187179261,9.343952760702914,6.001422985197041,403677,917420,723856,584827,560690,Medium
2042-01-31,1.332212098797393,13.9786978882736,5.351184764486164,252298,407717,465019,210603,905058,Medium
2042-02-28,3.0704124314715213,7.050842246663046,5.293818553470918,124048,476592,777042,426693,607532,Medium
2042-03-31,3.1421207070672996,6.179043670107931,5.064980672787526,783868,515336,757566,434193,709798,High
2042-04-30,4.020929652503745,12.025200509124364,7.663309460233271,132647,138711,635608,899808,278626,Medium
2042-05-31,9.491164597364167,8.714083308626359,7.607418187638405,407948,672649,19589,363790,232287,High
2042-06-30,8.243585187968332,8.176876027471017,4.160869836789765,878997,85696,766533,760822,884590,High
2042-07-31,9.423606206846728,11.71280577997658,4.111370069505228,596245,201711,907683,87837,664223,Medium
2042-08-31,9.987486311017005,8.334840417694881,5.329390739438367,425614,880375,877065,916253,579241,High
2042-09-30,4.904011036783401,10.725581722485215,2.573637704835247,478340,518780,641944,229691,215947,High
2042-10-31,3.0436598501227414,7.994551062613044,3.818040204605096,193492,17190,320366,547583,958758,Low
2042-11-30,6.040037451297243,12.837575882112512,3.3852053948070364,710605,741332,16381,729057,131784,Low
2042-12-31,8.93020972553307,8.123883404953155,3.340338010018571,497202,585966,100907,52023,371352,Medium
2043-01-31,5.191586749131204,10.349941444962202,5.831033155371607,829071,466988,255567,897841,555714,Medium
2043-02-28,5.548593723150282,5.231760836970118,4.306102006064896,722427,775445,505650,492026,525799,Low
2043-03-31,2.2099519533504406,12.917307833583926,3.0269862485498376,579422,886888,853047,775760,984112,Low
2043-04-30,4.78409943310985,11.20337774821976,7.325431069926556,609586,963944,695948,578553,779485,Low
2043-05-31,4.482953288277204,6.922370669928957,7.244892127626764,59967,414476,78453,441889,94059,Medium
2043-06-30,4.165196525789047,7.153733760910251,7.174777541193411,280184,533230,37115,61055,932647,Low
2043-07-31,8.985688029317798,7.624929185048221,4.344469653546756,218967,945801,276497,799793,226170,High
2043-08-31,1.5337128989109967,10.765301045955619,2.3418947210627143,659258,12445,610450,985702,927297,High
2043-09-30,9.749324646076122,10.483163330930228,2.6404521073666163,571954,412192,342045,479839,341827,Low
2043-10-31,1.0742214274582242,7.738637196418893,3.656288478627795,406420,817707,298720,562914,451030,High
2043-11-30,9.510346125548281,11.940622919770036,3.3198200246519276,513582,759320,123506,38388,751669,Low
2043-12-31,5.932427525546893,13.89041165933731,7.243913720893012,43897,850818,357182,741003,340027,High
2044-01-31,7.3220071996010425,5.435154776535385,7.918149082335557,843182,221579,950637,94918,57448,Low
2044-02-29,2.6841956472561095,9.171966378226815,6.900041973990814,237684,993489,315845,814157,64653,Low
2044-03-31,6.887903851149464,10.935201185448099,6.379093416495131,315159,352787,477897,110165,486727,High
2044-04-30,8.937619016749593,10.864352035369993,5.531744839563885,552469,699555,101837,143527,978897,Medium
2044-05-31,2.255321258502865,5.195353469895108,6.619449795079237,914534,205240,134390,800224,423228,Medium
2044-06-30,2.14373451045961,7.10566065848605,7.682199873154345,553156,471347,970050,955231,712899,High
2044-07-31,3.7358011823452553,5.6183072131212155,5.608068019442486,622431,716788,93661,972342,549008,Medium
2044-08-31,2.4555330322785833,10.689650725499341,2.927679464119003,34107,867733,452159,703992,35430,Low
2044-09-30,1.995812632840124,11.453898876694671,2.9831499036123184,551360,985091,471210,353877,240126,Medium
2044-10-31,7.104871323867626,6.5974216342347765,5.503176818771517,234647,765776,561756,492127,154755,High
2044-11-30,2.9244395252124176,8.330111193420727,4.000811238708847,264527,185340,396998,753176,591351,Low
2044-12-31,7.003134094617877,8.29803743376021,7.461484251469816,318099,84673,728972,928812,399073,Low
2045-01-31,8.757363044042348,13.198023315897833,5.669854003015834,688175,745167,311267,378579,888911,Medium
2045-02-28,6.868223122717006,6.9465940452913335,6.058955680540162,190020,879378,527488,943819,444414,Low
2045-03-31,2.0743036292386083,10.483141213256584,2.0349242606054156,662400,216323,776896,575145,278679,Medium
2045-04-30,6.1621981664270065,12.829355125008842,4.993091312375738,889554,791348,606887,624005,892657,Medium
2045-05-31,4.542658157903958,13.295781928970479,4.5869883283334705,562766,210300,767001,150965,73402,Low
2045-06-30,4.090338430502453,11.66566094284733,6.2352311406051975,884353,340729,262038,661581,795692,Low
2045-07-31,3.86678321766849,7.99527752261883,4.295831962000194,203231,234505,147075,874665,16156,Medium
2045-08-31,9.36489001437681,13.23046574828856,7.859450191322974,656075,327442,414240,471965,599184,High
2045-09-30,7.6825671100995505,12.421660271001265,6.02121908933841,169969,627706,289317,249586,178476,Low
2045-10-31,2.2046391062226554,12.044691338292692,5.959509998855536,302172,180938,147530,18438,352705,Medium
2045-11-30,5.284049317592174,5.673353988850072,7.516046868547896,302256,844810,772155,831424,183348,High
2045-12-31,3.8640076772852763,5.432648806515496,7.971229003390073,852005,523783,333338,733754,815120,Medium
2046-01-31,9.801444812913624,11.953652977015796,3.1869241355726796,508558,858951,655398,170007,927611,Low
2046-02-28,9.802260756578526,14.447948012339307,6.863198859288368,972334,427852,63621,481207,699732,Low
2046-03-31,3.875810268997315,12.737239280630192,2.973916971932165,127527,122707,515787,768808,323204,Low
2046-04-30,4.169018045309093,13.314755664936884,4.74226071832526,324370,21590,598501,715214,75199,Medium
2046-05-31,6.39472786422891,10.449822808497904,2.601112425994821,760112,249982,640247,872083,389062,High
2046-06-30,5.313763128947501,8.045861440880739,5.7402258708029885,733421,107987,667469,453918,738817,Low
2046-07-31,2.9179078494259727,11.777368967668842,4.81110898043045,978673,654029,131710,721183,660945,Medium
2046-08-31,6.943709502897503,12.119708754926926,5.77219368995429,308290,366034,940869,879685,559230,Low
2046-09-30,4.007157794877146,11.753579716940068,6.067764515692478,496613,685350,979041,204174,688907,Low
2046-10-31,6.883448484989509,14.467090567193203,5.716593500187428,922413,672029,221820,239130,399950,Low
2046-11-30,4.453133700950198,8.671790332645566,3.7641747356442385,268466,813205,39145,630571,197925,Medium
2046-12-31,7.301889044706444,5.396575389557835,7.021754943462012,54568,812080,874367,60950,954989,Low
2047-01-31,7.0101952380068555,14.084443527574091,5.310117196250745,477995,342296,342765,531585,324890,Medium
2047-02-28,5.579314803289007,6.604991188540812,4.939107039300819,366960,544155,951324,193679,762924,High
2047-03-31,7.342659916397477,11.973183393874324,7.9223828254092465,755558,511489,90195,865333,799353,Low
2047-04-30,5.148691086088138,13.732044397726845,3.701047440238861,258857,337932,174458,772519,74770,Low
2047-05-31,2.045244696851106,8.101413980146353,5.168181829371038,728967,632306,293418,664814,628668,Low
2047-06-30,2.638956280036192,13.304152408549264,6.093947471647948,235992,607876,412290,192851,11740,Low
2047-07-31,3.213938207490516,8.320581262714441,2.7513555975994017,954519,708034,208311,175924,221703,Low
2047-08-31,1.5690603540312695,12.942579282362498,4.125438344879212,476276,986941,902489,135815,733714,High
2047-09-30,7.402430985676031,5.698298629737257,6.810132295983958,352368,97843,807419,858418,748633,Low
2047-10-31,4.306512041484566,11.552429986709276,3.42054940759898,548638,391580,662891,366997,461011,Medium
2047-11-30,1.8417096669429756,11.771380805787961,4.95974218942164,376896,971036,170852,473725,796189,Low
2047-12-31,8.379623086530223,9.914258300809564,5.7837836358978265,568333,935369,192643,661936,671500,Medium
2048-01-31,7.152888560172174,11.870908638627107,6.0269741198456,475518,322801,858970,317571,792806,Medium
2048-02-29,5.070018134149309,14.23183670553841,6.369862652286955,772375,54628,924003,252399,793440,High
2048-03-31,3.226828015834608,12.33854824968228,7.195863902257665,392902,809137,382468,646525,456784,Medium
2048-04-30,2.365713044135621,14.6129602898466,4.357156658201826,393828,449273,493835,651125,858312,Medium
2048-05-31,5.1253677257955585,9.486123138520718,6.239791555783136,139663,697146,622579,570482,118942,High
2048-06-30,8.96721168709506,10.282907317039571,6.393047886621509,17353,467599,598370,262368,233419,High
2048-07-31,2.6955579094477295,7.637386972377068,3.801644780761941,18578,468395,675587,197061,857285,High
2048-08-31,6.1179330609233915,14.856016678008682,7.808947701269847,975512,520647,502937,813295,35460,Low
2048-09-30,9.655173957000304,5.551367351612724,7.191315041132372,83203,440638,179998,955037,507537,Medium
2048-10-31,6.734049172881516,8.586204176168103,3.739167972197384,10013,613042,803580,357794,279137,High
2048-11-30,4.959682571402816,7.976971647686129,6.050412060121925,852981,54237,700988,589799,660687,Low
2048-12-31,7.447356756450177,8.865117131280554,6.306803806755763,161642,886241,40900,623350,977398,High
2049-01-31,8.421201271168359,14.177178605198653,4.588901817652276,128163,977954,808203,746906,64741,High
2049-02-28,6.314646680981579,8.68037874068515,7.182459715645797,218376,915810,208993,388182,279149,Low
2049-03-31,8.846491230936934,14.169766527000005,6.141376121054239,321299,39792,862893,480956,738524,Low
2049-04-30,5.63132583438164,9.233388616632027,5.948928110916309,365325,381554,835421,952779,954119,Low
2049-05-31,8.470261019856311,13.547687692202082,3.3250422337083094,173479,877475,567284,45415,684306,Medium
2049-06-30,9.568173163651258,10.217500985006687,4.447053868097495,144362,783916,978424,31750,584700,High
2049-07-31,5.511191203211655,8.113528434283149,4.603534934794099,775515,73871,746285,572164,465065,Medium
2049-08-31,6.445015440267928,9.493497989678874,6.401966579474124,137771,252759,299141,568777,90387,Medium
2049-09-30,6.4852078865485145,9.243810789782033,5.710367271545315,595570,217064,794538,471911,678559,Low
2049-10-31,8.032913772384616,7.599140620855509,2.5151635437576023,923623,792032,825920,616541,893547,Medium
2049-11-30,8.406692561596806,7.896387299919068,3.8461877113234397,443914,905808,906184,674215,918359,High
2049-12-31,1.2450638458545464,6.864539213110545,4.838285026769274,68946,463413,32975,887322,434117,Medium
2050-01-31,7.6002360768134904,8.360005572076084,6.420397675141958,744941,525504,309454,338903,33823,High
2050-02-28,8.054337201672139,11.244058032491711,6.461414780478044,711119,21899,213183,734350,274478,Low
2050-03-31,7.303864955124133,8.865581687096311,4.943259851429821,735722,959748,74254,54459,638822,High
2050-04-30,7.423260933907865,12.123232109262922,2.7015942935640656,246916,75179,627552,318558,395409,Medium
2050-05-31,1.3726257326584252,14.86978169687953,3.7574204202370343,769824,33584,113197,762617,582488,Medium
2050-06-30,4.978347957540155,8.77101079484485,3.5281542934824155,341653,807452,35809,392709,76138,High
2050-07-31,8.363616847495665,9.62639214089617,6.6861584618494465,299262,567271,902162,561361,337340,Medium
2050-08-31,9.406064271655934,6.641101569480975,3.0799178840339216,298362,417467,840427,458727,844869,Low
2050-09-30,3.065211285147413,8.922152857793161,4.7895273343711535,298209,212852,209204,182972,680394,Low
2050-10-31,6.212754463175156,12.268324507906794,6.02431282108634,360651,530661,920621,373081,387274,High
2050-11-30,8.238972155955254,7.174047997424629,7.7887169177002225,531954,698307,475973,295343,958117,Medium
2050-12-31,7.771668785732672,6.820540486552293,7.99544348134664,317162,61838,592100,850958,771505,High
2051-01-31,6.570011052820712,8.763748736491918,7.717532861332634,990048,910428,69760,304416,610648,Low
2051-02-28,1.168220694358002,13.186494857177314,6.30945407152121,434714,247031,923107,502536,343536,Medium
2051-03-31,7.514972561004093,11.236571897114834,6.47864499813255,499828,851163,232037,252168,677519,Low
2051-04-30,7.959182529509334,14.575793775866064,6.555260585654104,196601,551048,376563,964805,816117,Low
2051-05-31,7.5056455596307154,14.045404349276252,7.1756292592777395,684977,393792,551795,906649,667661,High
2051-06-30,7.89228245340961,6.511371968232424,7.7107127771132475,892862,214653,44388,598245,950983,High
2051-07-31,4.878234034109743,5.425527746072147,4.674236867121966,200111,598934,987879,534293,198065,Medium
2051-08-31,9.94376931332852,8.990947341947543,4.499065268252762,420986,159283,596452,315370,391282,Medium
2051-09-30,7.937082242853931,10.220794788186396,4.762786774271785,738439,34156,95894,112291,24073,Medium
2051-10-31,6.20812004751987,10.155706152187143,5.958903028739565,457160,165033,329239,302352,275710,Medium
2051-11-30,9.407721427719617,6.341072677710553,6.652672377666588,945085,185258,455397,688463,557225,Medium
2051-12-31,9.173785055122165,6.248174321546104,7.223266345407975,421885,421927,352613,128480,353238,High
2052-01-31,8.331103588008384,5.468607557792037,4.737264525695633,353202,232686,712014,608528,61628,High
2052-02-29,6.073254270853898,13.508599260554005,4.180235757080776,494315,744406,896206,916084,468479,Medium
2052-03-31,5.743909172320422,14.477441380681789,7.900115688213359,121605,39520,910287,21452,220668,Medium
2052-04-30,3.958371387770687,6.156850202179717,3.391325726043358,382629,100864,872621,895710,989418,Medium
2052-05-31,3.257901811935536,7.131223685491116,3.3320290115148636,553631,623792,269553,547846,336219,Low
2052-06-30,5.61123565277578,5.898628847349103,6.292444728958974,322557,398193,264044,938512,17120,Medium
2052-07-31,6.200035855407765,13.775021711408348,3.0779437736158535,515449,690185,388108,314080,565924,Low
2052-08-31,3.2007378831296105,14.587087335362408,4.396453998476735,137605,647841,529817,979389,390842,Low
2052-09-30,9.303411192881308,7.617965767208901,3.754320933885512,510299,213880,680660,600444,290917,High
2052-10-31,6.015465970608868,8.035838299353749,3.0122627405416917,290068,504340,432448,697675,925929,Medium
2052-11-30,5.73854792843932,8.626696844129397,5.478243434587362,722409,965008,150920,55610,683574,Low
2052-12-31,4.920745495295263,10.024637593807311,4.241068944527774,379433,573526,209718,672955,376988,High
2053-01-31,1.522641661451745,11.824609786449267,4.773405037090677,235100,916721,899377,743733,882425,Medium
2053-02-28,8.941612010138645,10.04390583254624,3.175178028953096,860839,653842,226421,204922,507065,Low
2053-03-31,3.852948037987268,14.510015816762412,6.60720081603054,252923,843315,465433,382481,858940,Medium
2053-04-30,6.78214301021465,5.998934585214987,3.8882725007044745,304210,513714,541464,280929,365670,Medium
2053-05-31,6.466902030730319,12.986055122750628,4.056309074161393,752943,827074,608203,642203,991682,High
2053-06-30,6.260381428460741,8.34483090813471,3.512923772600676,598182,82056,55663,605676,817645,Low
2053-07-31,5.731409818104257,8.775476880865476,4.606421432714203,212928,693659,803220,282278,902790,High
2053-08-31,2.632958500881953,12.088294437102254,4.781459763432032,656643,971550,203186,543102,826144,Low
2053-09-30,3.5254516694316904,14.29377109874379,5.17800149797709,659188,517779,278426,349720,520170,High
2053-10-31,5.717692641432701,12.162007785535769,7.805409691891637,256973,487879,266297,426903,969059,Low
2053-11-30,8.104082064372333,12.758605753793967,7.42815084827422,182645,276720,527199,276673,67534,Medium
2053-12-31,4.887900735853768,12.507792421587988,5.656355785922322,483452,803615,908650,308831,996502,Low
2054-01-31,2.835302977415178,8.20978605983725,2.233420806578585,432373,724460,277519,641101,468166,High
2054-02-28,1.791499823248834,12.569304331822478,5.6735620452604065,89820,927381,173475,651558,526739,High
2054-03-31,6.967099031446218,12.845207602198016,2.5380116405846973,662366,86350,290754,470276,943360,Medium
2054-04-30,4.810059735590482,10.334003206505127,6.262065431112483,104529,298496,257040,124012,589358,Low
2054-05-31,2.128338033603777,10.367562386668164,4.340465879485583,325530,334068,260073,705354,481133,Medium
2054-06-30,7.070201919882854,12.597208030624838,7.026178949411112,345183,713766,128781,959001,723822,High
2054-07-31,2.8682085776893587,13.170308622244075,7.655175471590783,455841,87132,659482,860059,554439,Low
2054-08-31,5.581144434733094,8.371954420306704,4.502662048793654,938993,926395,142412,124621,511379,Medium
2054-09-30,3.7556917756917447,13.015622175752906,4.763331772842477,486425,65552,526686,748172,93025,High
2054-10-31,9.385210579906005,13.142090066754111,5.5408854860771015,501743,680904,182710,805251,252003,Medium
2054-11-30,3.0545925964404903,7.341256409185794,3.1827963311483036,874827,755035,772471,621531,340535,Medium
2054-12-31,4.779266693878257,12.16950745316716,7.563997044970168,807447,69418,345663,186285,999543,High
2055-01-31,9.635442371452054,6.865339218361584,4.597999559008235,769343,504616,903777,72793,483076,Medium
2055-02-28,3.868526619444839,5.930491129881292,3.0009220154960436,356704,460389,451627,171987,618367,Medium
2055-03-31,6.801338467099001,10.745430120502276,6.576391000513304,416312,755470,304232,781502,505918,Medium
2055-04-30,3.850543393356927,14.086521987833988,3.314908234663911,297706,666445,121318,332259,155201,Low
2055-05-31,1.996074812055241,5.354590235257633,2.8611756504311296,351882,368369,692720,403768,843430,High
2055-06-30,6.647925094158635,13.265016375949218,5.3772324529640425,994063,308641,84063,876150,292674,High
2055-07-31,9.244283817568064,10.064712107035065,6.028971531749545,721516,358392,363059,644374,166453,Low
2055-08-31,5.073082005106827,13.6089544872123,5.4173764439894985,35848,928991,858726,940653,474776,High
2055-09-30,6.635588884232205,13.434769351710468,5.939063893684179,208387,84076,318805,107139,772556,Low
2055-10-31,6.480085719309608,13.752868048162886,2.6931440738464665,978356,246829,608378,892280,112095,Medium
2055-11-30,4.735807323650884,12.688739548066733,4.856108227304643,513642,428205,999373,531687,768420,Low
2055-12-31,6.534069748882576,13.429923545469949,4.142111864531247,58548,91491,771303,463065,839192,High
2056-01-31,3.3338627597707498,6.760252072012037,7.840211697440731,853583,662974,945909,25155,159363,High
2056-02-29,4.40234114142747,8.038531488749417,2.2977436050768048,937930,888997,56185,664380,437120,Low
2056-03-31,4.980869707261377,7.424861708072964,3.789765218359538,153608,382092,261973,872245,292659,Low
2056-04-30,8.776078152062325,12.424283037280604,7.651173164550332,267150,50105,78105,502195,797054,Low
2056-05-31,4.134996053499295,6.536431193671359,7.900977099105977,480103,56369,361445,902496,139706,Medium
2056-06-30,6.716233433042438,6.822277903777886,6.9494096463628,467772,17102,889574,614500,541533,Low
2056-07-31,2.9206345367700886,13.789647207219424,2.455989464098456,210591,659731,450836,281929,782944,Low
2056-08-31,3.273127561485341,12.058821929128381,5.368130170061241,122409,862977,283722,423997,359723,Low
2056-09-30,6.835859879139799,13.753799779190867,4.400737956022803,772879,423982,723608,758154,615119,Medium
2056-10-31,7.860789346299433,6.3935525826069055,6.83871540617241,876549,335938,638646,546258,73532,High
2056-11-30,5.159054588736534,8.989804045613022,2.3301454134279997,844462,885057,714240,603088,113272,High
2056-12-31,4.015897270999899,7.831511700763176,3.1827725098682125,746666,477725,302346,528033,205511,Low
2057-01-31,9.192444003390452,5.096810852796495,4.935170397335777,17385,13079,795643,113297,48191,Low
2057-02-28,2.2222703354413844,7.845229604387069,2.9458859776869617,66746,751732,876395,84343,863383,Medium
2057-03-31,7.486428138844124,8.795832519778795,6.156290856165788,818974,790868,34381,957823,901533,Low
2057-04-30,7.211536747723926,5.922196372427119,6.924603326838789,947727,284311,728680,210835,749342,Medium
2057-05-31,7.212206464550147,10.664875578268198,6.227119361765861,125513,339866,440442,560495,258447,Medium
2057-06-30,9.418783999811719,8.83172662472633,4.641702281839893,963008,523534,356149,957794,898998,Low
2057-07-31,7.55371270882713,5.464616622775455,7.270325997515877,717918,54279,400874,238819,896424,High
2057-08-31,3.714086704686257,12.039788648679767,2.82611679031965,588072,777516,684455,752569,800590,High
2057-09-30,4.180683018090784,12.292798338411034,3.562031503394053,428283,543686,573903,533824,296266,High
2057-10-31,4.5199987587990496,13.34471442969435,4.937238111513819,282195,595428,456072,19136,378842,Low
2057-11-30,1.2772780668829546,9.855405998669825,2.3680315932755116,184371,145590,172282,801412,760748,Low
2057-12-31,9.221592838674313,14.686587973345096,2.5741146893992837,532356,972956,540090,230806,593170,Low
2058-01-31,1.6619734347832351,14.140641445324565,4.384660230334232,690527,270927,899965,449560,910646,Low
2058-02-28,7.2981485388772445,10.513516251001315,7.663317780407324,963006,845888,124831,908330,368677,Low
2058-03-31,7.571449043589805,9.449519310694171,7.450482159662002,852471,981794,283985,136356,207732,Medium
2058-04-30,8.593435455674857,5.0303442790292285,4.795849149670467,208100,832654,746065,376114,199310,Low
2058-05-31,5.980260300359704,12.109945317392338,2.8529512670643804,379587,16082,373716,894567,490424,Medium
2058-06-30,7.527379814708832,10.64954504049691,3.0686459357506135,888119,528369,248637,197871,331043,Low
2058-07-31,3.7245063201935604,14.375441454860805,4.265276327654764,666042,506869,74660,526566,290978,Low
2058-08-31,7.710256098215111,10.942321252412441,3.2604451705206885,690564,371298,908619,585395,646044,Medium
2058-09-30,4.090741635356974,14.9285609389273,2.497853566342267,990663,687471,372633,730624,933994,Low
2058-10-31,9.125546305840265,13.538192718632903,6.042664901119983,399712,887038,28921,929900,313890,Medium
2058-11-30,2.470436269897445,14.53597935814953,5.488691826756169,161938,292083,975009,120402,19167,Low
2058-12-31,3.841815796065582,8.27662771285039,3.7477805478685107,843094,192898,409961,143162,211537,Low
2059-01-31,5.488925063996176,6.493359947672664,6.673690295313825,31131,849014,827875,324119,735184,High
2059-02-28,7.98265501433288,12.968721137951253,6.655693326235007,716752,845251,287160,356593,553618,Low
2059-03-31,7.7391919459272875,12.861971029691324,4.946011821276571,185786,214148,88755,623752,348071,Low
2059-04-30,2.8964518689205314,7.1144893940556315,2.5791953330713633,666453,29533,909696,702301,509435,Low
2059-05-31,2.2981212695061677,12.647446541349128,7.510816400608146,89021,712790,563300,543539,955957,Low
2059-06-30,3.7357264386468843,10.819733580414063,6.011963141245827,544971,930851,621905,42126,252049,High
2059-07-31,5.353787365083123,6.09525144901673,3.4823049149117056,619980,451695,731197,705087,941767,High
2059-08-31,5.8510454034317565,10.017835975702088,5.66272728220536,968896,800381,159621,351165,431071,High
2059-09-30,4.862238318597513,14.311380008386784,4.430128974965782,670694,629701,634352,238255,918836,Low
2059-10-31,6.967811049832064,10.064575454452287,5.812097838415747,764200,420104,87974,903574,308987,Medium
2059-11-30,4.848030492375139,12.88698989553472,4.843225374386124,911720,366958,736182,805977,777053,High
2059-12-31,9.516961089449152,5.289099866419566,4.9128329014384,642450,171156,176494,561563,655072,Low
2060-01-31,3.3487196318338244,12.280814128625936,6.415292551444156,373203,46174,293395,744262,755004,Low
2060-02-29,6.646349086030853,14.468373861374772,5.682354476383855,346190,926459,789688,150027,133216,Low
2060-03-31,6.502401447941186,9.995277848929357,2.479716147465354,222253,718029,433682,956151,472419,Medium
2060-04-30,3.5341724969405566,8.377099130255864,2.392241422677822,729072,205068,47860,995366,119435,High
2060-05-31,4.705188620626246,11.466505048868973,3.830055424980351,164972,840096,409796,452826,351422,Low
2060-06-30,4.289262574959738,14.16261215093219,4.5814759792324775,958611,107527,223623,395715,946424,Low
2060-07-31,2.5524915401844037,6.767696505333428,3.651335355075716,328804,120260,320345,700700,633257,Medium
2060-08-31,5.295656913683897,9.036942100227098,5.9087591484195086,52822,581922,985209,124379,401273,Low
2060-09-30,4.479960277196573,6.562902809818412,3.170647590353731,765191,80793,612207,711894,782965,Low
2060-10-31,2.604856240604435,9.966542322198928,6.224846578377018,821078,921073,628787,582990,928736,Low
2060-11-30,5.048920408759854,10.40422013030559,6.638904451333581,64400,517824,418752,192763,611803,High
2060-12-31,4.796595714328653,14.442036147216603,2.7459158455739034,338123,793704,765738,735065,34311,Medium
2061-01-31,2.1822910989351376,9.125151537676274,5.904837460177928,844849,518217,79936,122070,894059,Medium
2061-02-28,2.1806878772620975,10.669566135396982,7.768615855400684,989542,243691,61922,150082,229016,Medium
2061-03-31,6.827566418611278,13.852625740541525,3.1569429035800805,510098,373135,774773,278217,247919,High
2061-04-30,7.359227242453937,8.214050001761587,7.455816986696926,859937,656286,297488,858026,609777,High
2061-05-31,9.470623779180142,11.7416386896759,5.6362876956441,81210,310435,920297,100630,565055,Medium
2061-06-30,1.7830422141498985,12.571618488220965,5.545669203990271,113499,413126,647869,129158,984069,High
2061-07-31,2.0607534314042817,8.305282346870094,2.311536093925203,929373,827036,173645,230465,884526,Low
2061-08-31,1.4663631562111992,6.643411855306444,6.489801670318389,63800,424099,34780,226983,595398,High
2061-09-30,5.790055876812372,10.029095419022733,4.869638315888349,839403,103738,854642,886886,30954,Low
2061-10-31,6.604719528657039,8.568017301333017,6.327046351010804,168569,63726,719622,999848,987372,Low
2061-11-30,4.6317110673894195,7.664624317922139,6.855086620679636,760956,197089,725329,622395,541712,High
2061-12-31,8.181119988650194,14.734213106941048,5.142778240233671,185383,762552,534949,607432,265101,Low
2062-01-31,7.180294924034201,10.021530187015331,3.581865879669885,223271,886079,862646,285552,344042,Medium
2062-02-28,9.87256378852174,13.564776938434237,2.84943494835688,10770,510535,212971,32692,229380,Low
2062-03-31,2.241054849697108,6.953174105433592,2.9630187675944857,621770,702443,698427,823801,419055,Medium
2062-04-30,1.5248409790825121,14.394427648991304,7.201607923674793,322249,897150,750042,906102,604362,High
2062-05-31,3.4732333501244903,12.944314345690216,2.741468573782332,432216,719827,501759,784579,712090,Low
2062-06-30,1.1714517578515964,13.086921561891424,4.308164438279411,273703,940775,591434,189580,540932,Medium
2062-07-31,9.393502850798614,8.897648751959286,4.005647877734185,532747,981435,62452,155854,33778,Low
2062-08-31,3.735564928193579,9.856369930776863,7.192734000433822,889041,783868,316649,801558,270993,High
