Date,Device Type,Time Spent (minutes),Product,Conversion Rate,Cart Abandonment Rate,Average Order Value,Customer Lifetime Value,Sales
28-03-2023,Mobile,16.35517338,HP,0.190007561,0.193776518,46.92546011,296.8592358,182.9223404
15-03-2023,Desktop,7.027007843,Acer,0.179596289,0.258228194,145.221075,439.2270289,567.3346021
12-09-2023,Desktop,52.44813361,Samsung,0.017942842,0.298619676,89.12471961,204.4573839,951.4982414
20-12-2022,Mobile,14.64591401,Samsung,0.284029412,0.211413562,115.8899661,233.4326925,432.7607831
11-01-2023,Mobile,58.52241849,Dell,0.136397123,0.282495537,131.7190137,181.7983402,436.1939225
24-05-2023,Tablet,41.20868962,Apple,0.162174999,0.362424716,166.6359612,95.12995632,999.8380967
23-06-2023,Tablet,3.169165751,Lenovo,0.497304591,0.27106323,156.5456244,139.7853457,834.2274407
30-03-2023,Mobile,8.169918755,Lenovo,0.444619794,0.481694292,23.2319852,66.85924706,144.8376395
06-04-2023,Desktop,52.77818505,Sony,0.207995638,0.390395374,183.6871279,95.44293374,503.6433383
15-09-2023,Mobile,48.53978424,Dell,0.044173434,0.338347069,34.46912939,376.5011903,937.8129247
18-08-2023,Mobile,18.7108636,Asus,0.445496858,0.024831724,141.7796371,465.5145812,125.6418983
26-05-2023,Mobile,29.45761331,Lenovo,0.292094377,0.116029507,27.06901232,113.3037788,134.5676963
05-06-2023,Tablet,47.25273264,Apple,0.348350111,0.128536761,54.9857247,239.4018611,492.6933259
07-04-2023,Desktop,33.78783274,Samsung,0.262377435,0.358589553,100.7637597,243.2397889,691.6634011
12-10-2022,Desktop,47.76865065,HP,0.052812037,0.169384825,80.77618559,355.7125685,714.3000233
06-04-2023,Desktop,54.59394618,Apple,0.269181003,0.2474157,188.6148076,484.9342778,293.0899827
02-01-2023,Desktop,15.90117404,Lenovo,0.234782328,0.033370148,178.1504411,470.4470479,443.3366509
24-03-2023,Mobile,58.77671225,Lenovo,0.35619227,0.023576392,168.0502306,197.6062727,554.5112395
16-02-2023,Desktop,31.76093008,Microsoft,0.236612524,0.088257563,160.6834157,89.84819477,538.4044496
17-07-2023,Desktop,1.613090231,Samsung,0.075752107,0.14934594,198.2178532,191.8925719,949.2223484
21-01-2023,Tablet,42.56100034,Acer,0.07968578,0.313233005,113.2135633,461.9922287,386.0783156
09-07-2023,Tablet,51.91808971,Acer,0.177137261,0.340639169,70.5653913,312.6342959,544.1945611
14-07-2023,Desktop,1.039361934,Dell,0.412236351,0.384556838,85.5590046,316.7798334,784.3335785
15-11-2022,Desktop,41.45034816,Sony,0.230624726,0.233632725,178.846637,280.662547,230.2020479
10-07-2023,Desktop,23.13903096,Apple,0.341334823,0.375114509,177.5145055,150.075726,650.7099151
11-11-2022,Tablet,44.63609498,Samsung,0.107937636,0.348489375,193.4799184,303.5109474,410.6397398
22-10-2022,Mobile,37.12898762,Sony,0.38497826,0.473299098,187.5517412,498.0783878,378.922308
15-07-2023,Desktop,10.64860978,Toshiba,0.137894718,0.168696511,168.4841079,88.05321973,418.1795862
13-11-2022,Mobile,40.76979424,Samsung,0.473558856,0.327327813,21.20130718,410.2972448,786.4386957
23-11-2022,Mobile,26.87411016,Acer,0.315388465,0.024715276,97.37249279,203.5406126,763.9159211
29-06-2023,Mobile,29.08310346,Asus,0.134322766,0.147407595,160.4222583,171.0955391,363.3813054
24-04-2023,Mobile,35.19912608,Toshiba,0.083714432,0.216671179,51.35323777,60.84429465,864.6366466
08-07-2023,Desktop,13.3041988,Sony,0.100695206,0.324431436,86.79185705,225.5621547,622.6488029
12-08-2023,Tablet,31.12398782,Dell,0.169611359,0.168364947,75.23926301,218.9069604,561.5773306
27-10-2022,Tablet,12.14459161,Dell,0.168556047,0.352856663,45.55236346,227.4034342,767.0874605
23-04-2023,Desktop,16.29146157,Sony,0.407930715,0.093973411,88.29856231,421.2768997,910.3541752
26-06-2023,Desktop,33.93374487,Apple,0.062486319,0.169046519,39.4396054,349.6544422,154.2867876
09-05-2023,Desktop,4.093448013,HP,0.3644518,0.261646187,71.14475816,302.7534096,615.1539162
10-04-2023,Mobile,13.92470506,Lenovo,0.090547035,0.109098326,21.34125194,113.8481849,670.783984
24-01-2023,Mobile,25.64811102,Lenovo,0.169881706,0.459932838,59.54712138,314.2484443,580.7220342
15-02-2023,Mobile,49.08932224,Sony,0.444132663,0.368740935,114.7835123,93.34770181,759.2664716
17-01-2023,Mobile,39.29515475,Acer,0.037239306,0.125634602,107.5465303,264.6993656,107.3258282
27-06-2023,Tablet,19.79955119,Apple,0.075359276,0.34863605,166.2179037,190.8362013,289.3012326
12-10-2022,Mobile,53.76432636,Samsung,0.278408753,0.302807852,125.9485028,234.020317,715.4218673
10-03-2023,Tablet,8.769086713,Lenovo,0.324586042,0.170881641,164.9907715,243.4221077,245.4094229
23-09-2022,Desktop,20.4550131,Apple,0.444540673,0.04327295,23.83300437,111.6268592,867.1802422
16-12-2022,Desktop,9.392305461,Toshiba,0.23471227,0.025933407,160.4670485,460.8138614,449.3797428
10-12-2022,Desktop,25.24037361,Lenovo,0.224619347,0.333307787,63.45384289,423.2775719,490.3511494
08-11-2022,Tablet,13.98137463,Acer,0.148045841,0.22089569,157.4662842,348.3772967,296.7408329
14-02-2023,Desktop,41.42119558,HP,0.276200633,0.220572384,78.37184279,363.3352453,358.5813959
23-07-2023,Desktop,55.98909255,Sony,0.1378087,0.441612631,62.51559501,149.3284185,512.9893279
09-05-2023,Tablet,9.295156786,Acer,0.499436405,0.067881279,80.22420958,329.423863,476.8231068
19-12-2022,Mobile,34.74179931,Lenovo,0.289032092,0.233317477,48.35542404,225.5133134,568.9277379
28-08-2023,Mobile,45.97024941,Toshiba,0.184248962,0.02928015,121.7698042,324.1904697,554.9770806
10-09-2023,Mobile,39.36871534,Apple,0.444009339,0.497384638,101.9047744,408.2646713,838.7038607
29-06-2023,Mobile,16.58436408,HP,0.204864797,0.078227439,72.71667239,157.0610532,990.9946456
23-12-2022,Tablet,9.066211804,Acer,0.261374869,0.353312184,132.966187,111.7257969,619.1086176
10-10-2022,Tablet,35.61281085,HP,0.174437526,0.256649941,190.8465424,397.5380506,146.29688
19-04-2023,Mobile,59.02084899,Toshiba,0.120679515,0.253528359,143.9794699,227.3620922,682.5720723
02-09-2023,Mobile,40.25288239,Sony,0.4541856,0.041612718,199.9486309,278.2153179,131.9357294
14-10-2022,Tablet,38.34152545,HP,0.308904815,0.035389278,197.6034256,65.37584918,261.0094485
19-02-2023,Desktop,14.19852241,Asus,0.182729362,0.445496623,67.19679696,348.4482404,896.2274792
18-03-2023,Desktop,48.77195413,Sony,0.374695625,0.185272148,57.56580081,59.47280265,620.0964047
03-06-2023,Desktop,25.20478662,Asus,0.033127267,0.459970797,23.46217263,98.94077244,210.7048969
27-11-2022,Tablet,47.98348722,Apple,0.055423137,0.234029741,75.31665005,121.669443,823.1844093
22-03-2023,Desktop,16.585854,Apple,0.207870187,0.115308901,22.58678373,170.096831,900.7182744
20-06-2023,Desktop,49.56458982,Sony,0.024705741,0.343242659,73.76304832,411.2563949,723.06818
16-01-2023,Mobile,25.01108686,Apple,0.291563942,0.458941248,163.4151863,460.8035115,849.1407788
19-01-2023,Mobile,7.759876814,Microsoft,0.133771702,0.256495241,155.270695,346.7476442,947.0734908
23-07-2023,Tablet,58.17859139,Asus,0.351591808,0.23484372,80.547596,321.4583326,466.408406
24-10-2022,Mobile,52.98771103,Sony,0.098632839,0.03885548,112.6096507,206.2332431,110.4613048
17-11-2022,Tablet,38.56535686,Apple,0.476084313,0.38819405,163.7856298,357.795969,838.6514457
08-04-2023,Desktop,30.69685338,Acer,0.447180575,0.368361921,84.83754586,263.2877646,482.8807631
28-04-2023,Mobile,39.0933764,Apple,0.168491291,0.200470305,84.33242745,253.6144508,435.7266195
28-04-2023,Mobile,23.33120201,Microsoft,0.496048307,0.32556371,38.37018073,363.2928532,732.8014797
28-09-2022,Tablet,1.94274703,HP,0.111912555,0.470074825,190.3990023,199.5345732,194.2680839
10-03-2023,Tablet,45.9558868,Toshiba,0.422907672,0.490521569,55.40422738,212.5898729,864.2334577
14-02-2023,Desktop,26.63945119,Microsoft,0.1641783,0.313011513,83.58008166,214.2665288,318.063751
25-05-2023,Mobile,4.062337842,Apple,0.388349113,0.278181129,77.64146946,182.4492531,753.2072343
04-09-2023,Mobile,46.94127892,Acer,0.390996179,0.236504319,174.339104,112.8911283,607.9242202
23-08-2023,Mobile,42.86249365,Asus,0.495774615,0.467335923,26.63191398,320.0021493,922.7728593
04-12-2022,Mobile,30.52640857,Sony,0.218511078,0.484888346,186.6653773,375.6972525,448.5658224
12-01-2023,Desktop,35.41670467,Sony,0.054654699,0.133602209,102.2106856,79.87381944,436.8418311
20-02-2023,Tablet,4.579610285,Toshiba,0.136764523,0.31739374,131.9188476,473.9092908,320.0691229
12-02-2023,Tablet,22.60341708,Dell,0.466157231,0.3177784,166.4439553,180.7741491,776.8826572
10-11-2022,Desktop,22.62296749,Asus,0.446012221,0.352540009,140.7061799,287.4730613,725.8471867
26-09-2022,Tablet,46.42225489,Apple,0.027689561,0.335976043,68.26659707,89.36075557,266.14396
17-01-2023,Tablet,2.453633471,Acer,0.343487583,0.294676612,24.96024869,328.5028672,115.8315635
25-10-2022,Desktop,32.74264444,Lenovo,0.15441571,0.445777156,71.58888261,268.2995682,834.8139547
19-08-2023,Mobile,22.1965964,Microsoft,0.029533792,0.162251827,163.4167519,106.1929192,233.4193146
11-08-2023,Mobile,51.44936137,Acer,0.443625956,0.19071136,152.9023048,391.1100168,404.8904564
30-12-2022,Tablet,30.07519988,Asus,0.416823932,0.027641811,132.8727489,151.2418699,927.6839521
20-05-2023,Mobile,33.89555638,Samsung,0.461194067,0.084570154,153.6462568,379.7844749,205.3181702
18-09-2023,Mobile,16.3087565,Apple,0.299526954,0.486489826,76.35829543,109.6956751,685.8546863
22-11-2022,Desktop,17.96671505,Toshiba,0.253027896,0.074235964,123.7060563,66.006534,328.5430463
04-03-2023,Desktop,15.7507254,Microsoft,0.388445518,0.186984384,144.5574382,494.4986973,630.7410162
29-09-2022,Desktop,40.47539798,Toshiba,0.177320635,0.350589113,166.6714539,476.8151932,494.9657481
02-06-2023,Mobile,38.64902843,Toshiba,0.20950987,0.2279855,62.68122404,332.6737111,850.2979152
04-01-2023,Mobile,31.93556906,Lenovo,0.145755039,0.189833113,108.0089733,250.7242771,890.5292143
25-12-2022,Tablet,28.69880581,Apple,0.308009126,0.073126321,139.1193422,377.8899171,784.8771017
03-05-2023,Tablet,40.54977556,Dell,0.497400233,0.44896291,66.39317043,373.30592,576.7493152
27-09-2022,Tablet,37.8017162,Apple,0.445807776,0.03605648,192.8766757,374.3308589,320.509133
09-08-2023,Desktop,58.16684963,Dell,0.240326454,0.352408258,36.07865675,189.4231266,202.5769207
28-02-2023,Desktop,13.10765173,HP,0.499218184,0.058578565,122.5135507,377.1069789,981.9042592
20-08-2023,Tablet,18.69576389,Samsung,0.257712617,0.401119213,62.49631887,240.3248637,588.1579388
20-09-2023,Tablet,17.30916156,Microsoft,0.151489725,0.2904347,167.1608615,144.9855674,854.564123
07-05-2023,Desktop,14.15717815,Microsoft,0.429960363,0.050573003,113.6480076,368.1125109,577.7494214
09-05-2023,Tablet,35.27580668,Sony,0.339727366,0.3192936,71.91752573,220.725718,558.3569323
17-10-2022,Desktop,36.39385195,Dell,0.349218511,0.175154712,43.74974014,488.0581333,682.2763059
02-02-2023,Tablet,16.36596296,Microsoft,0.088247378,0.373207563,158.382265,185.8570467,763.4131872
06-09-2023,Desktop,8.877591765,Microsoft,0.256858684,0.428547137,123.5846671,449.4577144,407.0949203
02-10-2022,Tablet,23.99964617,Microsoft,0.18994558,0.338027187,67.99079288,147.5365604,389.0286383
05-02-2023,Tablet,6.748062032,Apple,0.423022716,0.249055202,163.3139261,483.3009374,877.4389619
25-06-2023,Desktop,37.12799206,Sony,0.053294236,0.431640027,110.5821641,317.9328368,172.8830362
16-07-2023,Desktop,5.897753296,Dell,0.374224739,0.303674005,163.9368696,275.3315812,354.9762685
01-11-2022,Mobile,42.886424,Samsung,0.251910608,0.494607882,153.5362174,234.1590426,415.018637
13-05-2023,Tablet,45.34781082,Asus,0.123175675,0.304382309,90.25204301,333.7967126,686.730288
04-03-2023,Tablet,42.81799181,Dell,0.212336963,0.161961868,148.4270483,254.3161338,989.7465606
16-04-2023,Mobile,15.51106198,HP,0.2534471,0.227791744,20.76062051,299.7270155,198.559027
11-02-2023,Tablet,58.37660998,Microsoft,0.096392324,0.100807799,109.898807,394.9606391,206.9515446
23-01-2023,Tablet,13.15209751,Microsoft,0.041560815,0.109154113,181.4905252,156.0400978,634.480096
27-03-2023,Desktop,25.25015673,Dell,0.121477107,0.141743893,165.5840599,114.3780815,653.2448149
04-05-2023,Desktop,7.85921517,Asus,0.013683558,0.390183207,45.39098328,484.4066216,944.6204047
15-07-2023,Tablet,52.97388971,Acer,0.287327761,0.446273331,184.9436605,59.46959121,260.116743
10-11-2022,Desktop,32.98270536,Dell,0.343394868,0.200452403,46.87510539,226.2109733,537.02838
03-08-2023,Mobile,26.01170183,Dell,0.344949918,0.325587773,79.78788166,339.2959783,923.1091224
29-10-2022,Mobile,19.52622239,HP,0.072009017,0.073350509,61.23192482,497.031165,826.032789
05-10-2022,Mobile,23.05490738,Acer,0.257367732,0.044488271,148.1985917,401.6503254,210.396965
27-06-2023,Mobile,33.30333266,Dell,0.379382901,0.313640608,170.4076791,64.65492643,863.5568529
12-12-2022,Tablet,46.59823007,Lenovo,0.215413252,0.368517813,34.87096516,465.753608,528.4371474
21-09-2023,Desktop,31.55359217,Lenovo,0.203875324,0.475959761,193.9887158,367.3489407,530.3780019
25-04-2023,Desktop,23.68502206,Apple,0.154378666,0.449845447,189.7686963,392.2754405,448.6022917
15-01-2023,Mobile,58.46002394,HP,0.027628681,0.097432691,118.0722075,68.33881238,497.1052324
19-08-2023,Desktop,41.56031142,Dell,0.236171066,0.201712931,94.22324318,313.5957805,368.1043704
28-02-2023,Desktop,57.58892523,Toshiba,0.249140076,0.2713009,49.95933075,393.5416639,870.1623885
18-12-2022,Mobile,8.212950094,Lenovo,0.277676988,0.055914768,119.1366273,448.2894024,312.3492154
21-08-2023,Desktop,52.11257727,Toshiba,0.326881258,0.055700816,79.78766761,411.7089865,297.0023267
26-02-2023,Mobile,3.936057107,Dell,0.15520346,0.284699395,126.8078044,93.30451561,476.1819091
29-07-2023,Desktop,21.43854708,Asus,0.155169961,0.39229119,66.07542511,224.3295485,236.6779498
08-02-2023,Mobile,20.85950829,Samsung,0.48237893,0.26619666,102.6861547,326.0679511,697.5899601
11-06-2023,Mobile,44.79088835,Lenovo,0.222843431,0.146314446,198.479616,294.7858426,527.4430313
16-07-2023,Tablet,41.2784128,Lenovo,0.48971748,0.179055684,194.3023325,190.081406,395.2759092
17-10-2022,Desktop,49.44113357,Acer,0.220449073,0.201698459,184.1506261,302.2690465,601.6084617
29-01-2023,Tablet,4.830877909,Microsoft,0.168323245,0.029358951,47.35916266,180.8268176,378.1453934
19-11-2022,Desktop,33.35650174,Apple,0.169835292,0.225909233,166.3112541,191.5570972,277.5002798
07-11-2022,Tablet,43.14159812,Samsung,0.100065957,0.487815916,63.52243357,65.42271161,103.5263252
24-06-2023,Desktop,20.18858718,Sony,0.076421778,0.496985988,25.8313482,152.2393582,921.9242783
28-05-2023,Tablet,52.17389515,Samsung,0.225536601,0.290571781,197.9967135,285.8373828,514.1222116
07-07-2023,Desktop,4.890248641,Apple,0.377479409,0.41643843,30.16624559,447.6422628,113.9089012
03-11-2022,Mobile,51.85261652,Samsung,0.016520083,0.043324185,183.8794882,429.8029073,287.9884778
26-04-2023,Mobile,43.99266712,HP,0.355305055,0.459878644,134.0891685,98.44754196,554.6935319
06-09-2023,Desktop,22.52533034,Apple,0.432193238,0.395422596,179.3204306,401.7289527,859.2217784
13-08-2023,Desktop,24.0174236,Sony,0.142811993,0.141483593,194.3001356,108.470794,157.3457494
04-11-2022,Tablet,10.06396611,Toshiba,0.300365595,0.360808896,122.1136916,156.8490197,206.1392146
15-10-2022,Tablet,53.03582966,Acer,0.378881787,0.364771889,105.3381003,335.6324551,675.8900749
09-08-2023,Desktop,33.91748598,Toshiba,0.472601882,0.461561636,130.3514371,375.7427422,369.0065423
27-12-2022,Tablet,53.09228366,Microsoft,0.346040584,0.297408483,72.35672976,163.9949672,356.2391988
12-09-2023,Desktop,47.69771847,Asus,0.033002428,0.307069665,128.0403943,65.63642774,434.8936322
31-05-2023,Desktop,17.39375538,Lenovo,0.309425689,0.468517547,154.6736996,469.516537,123.2818709
10-01-2023,Desktop,36.38124982,Samsung,0.36494839,0.299676303,35.48678398,358.1136123,272.2266168
20-12-2022,Desktop,44.28281161,Microsoft,0.280737694,0.479895817,181.485659,116.0986586,173.8079789
30-01-2023,Mobile,32.12736831,Microsoft,0.179235945,0.034699158,133.4726676,424.5911549,875.4684914
14-05-2023,Desktop,47.31438716,Toshiba,0.300452039,0.139391207,39.58994156,244.0524759,741.1333331
11-10-2022,Desktop,25.66055835,Toshiba,0.174455836,0.486415148,44.20456501,121.455363,319.3782188
31-03-2023,Desktop,41.99128362,Apple,0.241481064,0.157369416,174.7080396,57.51465526,145.155083
02-02-2023,Mobile,58.83253621,HP,0.154396953,0.110608082,52.74167385,482.1848317,463.6315812
05-09-2023,Mobile,9.633046792,Toshiba,0.267144962,0.039706733,189.1278972,349.9774625,772.8916989
01-02-2023,Mobile,54.27642834,Sony,0.149482924,0.386211385,193.6027318,464.4797721,519.0532998
19-07-2023,Tablet,45.7928461,Lenovo,0.260091093,0.369789831,75.62950964,449.9237155,352.9826366
22-11-2022,Mobile,20.62443772,HP,0.336809919,0.403185127,193.1565694,408.1911316,528.1761631
22-07-2023,Tablet,24.52483814,Acer,0.227317779,0.44475721,29.1005601,375.7651639,882.0611873
15-01-2023,Mobile,6.590131383,Asus,0.197261115,0.099978737,86.54925528,350.8445466,987.3691436
22-01-2023,Desktop,30.45831024,Sony,0.218049902,0.493956618,164.8273617,436.0622828,573.9847873
08-12-2022,Mobile,13.97202476,HP,0.230429543,0.059137723,36.04552466,480.4782531,939.9317344
18-05-2023,Desktop,26.16847133,Sony,0.137299046,0.046157647,137.8619581,152.7490918,591.2406031
14-12-2022,Mobile,52.76900196,HP,0.444772719,0.220702044,89.30398113,356.1186775,159.8909942
10-02-2023,Mobile,54.0068386,Asus,0.351357836,0.101776459,100.5839128,371.7204122,547.7460066
29-11-2022,Mobile,11.43788992,Toshiba,0.095884807,0.274826344,36.3507523,362.2132036,723.7480139
18-08-2023,Tablet,27.57030905,Samsung,0.128255689,0.226067878,166.228973,110.6809341,342.9791047
01-08-2023,Mobile,17.22013056,Microsoft,0.021863719,0.022066869,138.2741368,495.6586771,436.1111361
03-07-2023,Mobile,24.58022333,Toshiba,0.398455903,0.474475979,178.3098511,316.1140785,243.0732054
26-09-2022,Desktop,20.28334633,HP,0.479265802,0.083672869,167.2202925,494.253795,943.7287388
14-09-2023,Mobile,12.87379152,Toshiba,0.223349101,0.295826688,67.79556317,142.1236588,615.629283
09-12-2022,Mobile,14.52557753,Lenovo,0.190242939,0.19079102,188.419012,308.8545089,899.4264756
13-01-2023,Tablet,18.74630707,Acer,0.168252875,0.280643179,193.3990597,350.1439397,993.2289543
30-06-2023,Mobile,23.18085806,Lenovo,0.019950112,0.282403735,160.9262498,284.6814668,870.4660829
05-05-2023,Desktop,17.62526924,HP,0.017491802,0.390286741,124.5498406,89.96299018,594.697348
29-07-2023,Mobile,52.00220545,Lenovo,0.059867467,0.210524138,130.2232109,326.3472012,475.3040321
24-03-2023,Mobile,30.8792616,Samsung,0.223690822,0.244339099,30.36563401,457.4308767,621.7483734
25-09-2022,Tablet,28.10488829,Asus,0.46650576,0.124881982,46.33435304,479.8650851,467.1344618
19-06-2023,Mobile,37.30087707,Dell,0.482967055,0.033933563,152.0947734,293.6605771,384.4960494
24-09-2022,Tablet,50.63908156,Toshiba,0.089972207,0.404790255,109.6192265,58.03917244,831.7962093
29-06-2023,Desktop,2.361063232,Toshiba,0.246347571,0.046079981,46.86671106,294.1702501,179.2987105
11-02-2023,Tablet,7.698591501,Samsung,0.343160814,0.058026407,20.6632167,119.2386436,549.3384672
05-07-2023,Mobile,56.66394663,Acer,0.360626164,0.246550046,27.06735163,254.7549032,720.0073868
22-02-2023,Mobile,37.55537292,Microsoft,0.173763857,0.300454382,126.2160182,456.3768043,719.2247282
05-01-2023,Mobile,45.77785891,Apple,0.424566646,0.056513153,24.53332413,186.2091943,841.2754946
01-10-2022,Mobile,45.65445694,Microsoft,0.172059782,0.131757453,82.48669851,480.7735506,751.1789357
24-04-2023,Mobile,53.97040381,Asus,0.325094652,0.09088882,95.91168563,174.3213269,340.8217943
02-04-2023,Desktop,58.70644161,Lenovo,0.098015402,0.226763943,51.97591362,167.9040597,430.3930093
21-01-2023,Tablet,41.84065767,Lenovo,0.258044007,0.401424028,100.8665659,179.8312069,369.8573906
29-03-2023,Mobile,10.66162498,Lenovo,0.051696072,0.186536593,115.3630311,291.1336572,656.1662342
29-05-2023,Desktop,24.25805364,Dell,0.280987968,0.431044272,107.469113,104.9578341,331.4515776
12-07-2023,Tablet,1.396835455,Apple,0.451447851,0.371295254,146.0459323,108.2965957,367.9442022
05-12-2022,Desktop,25.28257517,Lenovo,0.074797951,0.45670833,86.92828538,291.5992005,838.7963664
15-11-2022,Tablet,55.90650934,Lenovo,0.283040651,0.385510891,154.7764399,420.2698856,148.7145434
17-08-2023,Tablet,34.88922599,Toshiba,0.190074508,0.182570331,52.04655129,59.97424933,237.3240065
10-12-2022,Mobile,34.27822212,HP,0.206366983,0.082042368,38.86577608,471.6058144,724.902078
24-03-2023,Desktop,47.2584289,Apple,0.455514343,0.371344718,173.8095323,239.0330869,939.1711128
31-10-2022,Mobile,41.48301547,Acer,0.152168628,0.499131671,94.30567026,119.9408671,184.0422165
04-05-2023,Desktop,29.24875127,Microsoft,0.167535087,0.045824226,142.8883662,241.7560735,133.9482385
16-05-2023,Desktop,22.00198651,Microsoft,0.112288158,0.239528204,129.9929951,275.1536792,596.0700218
02-12-2022,Tablet,23.67629063,Asus,0.138331326,0.343652306,38.32528341,421.3942729,947.0203186
20-02-2023,Tablet,19.96073393,Apple,0.472524316,0.210583791,40.63207928,111.0401964,659.5803639
25-08-2023,Tablet,31.99632308,Dell,0.194687986,0.237219761,178.3417636,449.7925096,426.2030144
02-11-2022,Mobile,39.68242976,Sony,0.322924224,0.157381825,179.477051,212.8156288,262.8061091
02-07-2023,Tablet,15.71443394,Lenovo,0.120477537,0.013276222,91.26217445,467.3058668,584.4700541
04-06-2023,Desktop,22.02715843,HP,0.246470306,0.463682828,57.92456975,127.8864856,624.9871249
18-07-2023,Mobile,43.90417013,Microsoft,0.414499596,0.160994809,29.40936595,329.3741187,544.6782108
05-12-2022,Mobile,9.891419042,Sony,0.182820802,0.428883657,113.61787,62.55631292,853.0995482
25-01-2023,Desktop,2.452039288,Asus,0.362786409,0.487530973,55.2067587,201.8008536,972.59823
06-12-2022,Mobile,49.99192043,Toshiba,0.289394967,0.375440536,125.1567895,315.8674474,491.239186
06-10-2022,Mobile,15.40510047,Dell,0.101544696,0.229679126,148.8152207,441.1293375,451.2753131
21-06-2023,Mobile,30.40228872,Asus,0.460661559,0.46651336,50.6432237,182.7594022,393.3899517
20-06-2023,Tablet,24.22661448,Lenovo,0.147146985,0.217665033,140.0160072,443.7904855,167.7553909
11-02-2023,Mobile,22.47558648,Dell,0.293700076,0.36228637,95.20477506,488.1028186,969.0708307
12-09-2023,Desktop,13.11173349,Asus,0.210764028,0.368997158,172.2733754,157.4482977,455.0611765
29-01-2023,Tablet,6.069783493,HP,0.019251963,0.04335646,85.98075284,167.1892016,575.5629696
01-05-2023,Desktop,30.80185136,Apple,0.372331396,0.022360869,195.9494766,321.596082,596.2843831
17-04-2023,Mobile,36.18805242,Toshiba,0.313768919,0.227888937,39.205068,403.3373851,157.3478784
30-07-2023,Desktop,54.91637533,Sony,0.229448428,0.465555148,26.67108341,186.695555,543.9720261
04-02-2023,Desktop,45.23249548,Microsoft,0.053577576,0.022341251,108.3786214,303.703215,785.3499033
28-06-2023,Desktop,33.1910751,HP,0.413710701,0.074692585,90.98276822,151.059585,532.1022183
05-05-2023,Desktop,58.44923241,HP,0.128029551,0.320965981,97.72703324,366.8894942,430.5203235
16-07-2023,Tablet,20.04249041,Apple,0.256524029,0.491835255,67.90215779,150.4179114,930.4741885
23-11-2022,Mobile,56.59940301,Apple,0.270592,0.228402523,82.21904426,464.6052985,604.0045724
09-11-2022,Tablet,41.55268084,Dell,0.122225279,0.238493412,58.23355112,430.0273174,650.6630005
20-05-2023,Desktop,36.07208515,Sony,0.260275168,0.31679472,113.759636,496.8102689,203.1184953
25-10-2022,Desktop,28.70350418,HP,0.164027068,0.14147431,29.06176464,137.6961214,892.1490904
30-05-2023,Desktop,19.30233144,Acer,0.340060669,0.077675604,107.7936657,138.9720862,430.2216271
09-04-2023,Tablet,8.088176509,HP,0.273811332,0.064982156,38.95464062,190.9520515,524.1626907
09-06-2023,Desktop,4.793111848,Dell,0.162981328,0.076818953,141.2126829,425.4237269,533.8267121
16-06-2023,Mobile,51.47013245,Apple,0.463486183,0.043371261,192.9453909,231.9848912,499.7144279
15-12-2022,Tablet,31.67529061,Samsung,0.398744457,0.066692364,90.49588636,274.7446623,584.3152133
20-07-2023,Mobile,38.4216806,Asus,0.303822115,0.392230189,195.4469345,135.6135702,918.8110696
28-01-2023,Desktop,54.02865656,Toshiba,0.01534347,0.094841615,190.2933269,368.9677951,901.5960679
12-09-2023,Mobile,36.94394858,Lenovo,0.288115906,0.200516478,59.64284585,142.3203035,274.5127383
29-09-2022,Mobile,45.21650079,Asus,0.360818099,0.308232526,142.9801637,99.79092399,404.1664907
12-07-2023,Mobile,5.387626491,Dell,0.269154666,0.266054104,69.65322242,165.6870578,286.4277989
02-07-2023,Mobile,3.702080617,Toshiba,0.012877585,0.362269085,43.93083455,166.5145158,779.2135789
08-04-2023,Mobile,58.46242555,Toshiba,0.196296966,0.216736743,107.2373178,339.4036833,341.6542776
03-02-2023,Tablet,16.33976684,Acer,0.315500892,0.177688773,101.3170152,78.60916913,967.4779747
31-01-2023,Desktop,5.891569809,Toshiba,0.122921498,0.217759072,27.42793414,96.55483784,734.7705627
28-09-2022,Desktop,44.53399864,Sony,0.365153531,0.388992369,65.43526706,357.5986577,190.4008717
01-01-2023,Tablet,17.42307633,Microsoft,0.391141812,0.482719372,82.58621558,411.0943256,928.8850634
23-01-2023,Tablet,21.1766232,Lenovo,0.472200656,0.42896917,46.74325939,497.1222784,563.0669363
11-01-2023,Desktop,37.94622973,Samsung,0.289363229,0.031467086,151.2428507,367.9006504,629.5329995
01-05-2023,Desktop,42.39250091,Lenovo,0.197498721,0.08783393,21.95233309,182.7181633,914.030574
08-11-2022,Tablet,43.21381812,HP,0.492315813,0.492618469,85.27909491,479.1745482,960.4269176
06-03-2023,Tablet,50.7138919,Toshiba,0.156786004,0.093451406,143.7760247,448.1278823,566.854724
25-03-2023,Tablet,11.62248629,Acer,0.049255722,0.047091588,24.92818529,327.7540276,773.4212267
26-04-2023,Tablet,38.60064954,Dell,0.155783431,0.296736086,137.3382655,166.1194593,598.1833646
20-05-2023,Tablet,51.10480745,Lenovo,0.414884932,0.39053812,185.3367604,84.07304834,239.4583953
17-02-2023,Tablet,53.37765179,Dell,0.027168244,0.083768417,61.37301234,338.1124112,913.5812706
18-07-2023,Tablet,37.61651236,Sony,0.341417061,0.089598831,146.2366746,401.3531124,234.2269367
28-03-2023,Tablet,33.89837445,Microsoft,0.079781741,0.489705654,104.2238489,405.6335807,527.7946645
